KWebEntityId	Version	ChangeTime	IsDeleted	IsPrivate	x	y	City	State	CountryId	_0	StateId	ChangeUserId	Population
28633	4	2011-08-26	0	0	96.07	50.78	Aachen		26878		36020	20	
28634	2	2011-07-12	0	0	9.93	57.05	Aalborg		26880			20	
28635	3	2011-08-22	0	0	10.09	48.83	Aalen		26878		36015	20	
28636	2	2011-07-12	0	0	6.15	62	Aalesund		26984			20	
28637	2	2011-07-12	0	0	8.04	47.38	Aarau		26865			20	
28638	2	2011-07-12	0	0	10.2	56.15	Aarhus		26880			20	
28639	3	2011-07-12	0	0	117.92	49.58	Abagaitul		26870			20	
28640	3	2011-09-05	0	0	93.5	53.75	Abakan		27007		37055	20	
28641	3	2011-08-22	0	0	12	48.92	Abbach		26878		36016	20	
28642	2	2011-07-12	0	0	42.87	41.77	Abbas-Tourmau		27007			20	
28643	2	2011-07-12	0	0	14.32	45.33	Abbazia		26930			20	
28644	2	2011-07-12	0	0	8.5	53.48	Abbehausen		27001			20	
28645	2	2011-07-12	0	0	-9.3	52.38	Abbeyfeale		26923			20	
28646	2	2011-07-12	0	0	8.95	45.28	Abbiategrosso		26930			20	
28647	2	2011-07-12	0	0	1.83	50.12	Abbéville		26896			20	
28648	2	2011-07-12	0	0	46.53	39.63	Abdalliar		27007			20	
28649	3	2011-08-22	0	0	11.87	48.77	Abensberg		26878		36016	20	
28650	2	2011-07-12	0	0	-3.43	51.72	Aberdare		26899			20	
28651	2	2011-07-12	0	0	-2.08	57.14	Aberdeen		26899			20	
28652	2	2011-07-12	0	0	-4.08	52.42	Aberystwith		26899			20	
28653	2	2011-07-12	0	0	-1.28	51.65	Abingdon		26899			20	
28654	2	2011-07-12	0	0	18.82	68.35	Abisko		27013			20	
28655	2	2011-07-12	0	0	25.4	58.12	Abja		27007			20	
28656	2	2011-07-12	0	0	22.27	60.45	Abo=Turko		26891			20	
28657	2	2011-07-12	0	0	-8.22	39.47	Abrantes		27001			20	
28658	3	2011-08-22	0	0	10	48.9	Abstgemuend		26878		36015	20	
28659	3	2011-08-06	0	0	54.42	24.47	Abu Dhabi		26826			20	
28660	2	2011-07-12	0	0	-2.37	53.75	Accrington		26899			20	
28661	3	2011-08-21	0	0	8	53.55	Accum		26878		36019	20	
28662	3	2011-08-22	0	0	8.07	48.63	Achern		26878		36015	20	
28663	2	2011-07-12	0	0	15.17	37.6	Acireale		26930			20	
28664	2	2011-07-12	0	0	-0.27	51.5	Acton		26899			20	
28665	2	2011-07-12	0	0	16.15	52.1	Adamovo		26996			20	
28666	2	2011-07-12	0	0	35.3	37.02	Adana		27039			20	
28667	3	2011-08-06	0	0	38.7	9.05	Addis Abeba		26890			20	
28668	2	2011-07-12	0	0	14.22	45.78	Adelsberg		26837			20	
28669	2	2011-07-12	0	0	16	58.18	Adelsnaes		27013			20	
28670	2	2011-07-12	0	0	45.02	12.77	Aden		27059			20	
28671	3	2011-08-22	0	0	6.93	50.38	Adenau		26878		36021	20	
28672	2	2011-07-12	0	0	14.45	47.58	Admont		26837			20	
28673	2	2011-07-12	0	0	12.23	59.8	Adolfsfors		27013			20	
28674	3	2011-08-22	0	0	12.25	50.32	Adorf		26878		36023	20	
28675	2	2011-07-12	0	0	-3.18	36.75	Adra		26889			20	
28676	2	2011-07-12	0	0	14.83	37.67	Adrano		26930			20	
28677	2	2011-07-12	0	0	26.57	41.68	Adrianopel		26910			20	
28678	2	2011-07-12	0	0	-9.6	30.43	Agadir		26956			20	
28679	2	2011-07-12	0	0	0.62	44.22	Agen		26896			20	
28680	2	2011-07-12	0	0	11.17	55.25	Aggersoee		26880			20	
28681	2	2011-07-12	0	0	15.42	48.3	Aggsbach		26837			20	
28682	2	2011-07-12	0	0	10.48	43.47	Agnano		26930			20	
28683	2	2011-07-12	0	0	15.23	37.33	Agnone		26930			20	
28684	2	2011-07-12	0	0	15.92	45.82	Agram		27061			20	
28685	2	2011-07-12	0	0	-1.45	37.38	Aguilas		26889			20	
28686	3	2011-08-21	0	0	7	52.08	Ahaus		26878		36020	20	
28687	3	2011-08-21	0	0	7.58	51.77	Ahlen		26878		36020	20	
28688	3	2011-08-21	0	0	8.2	52.9	Ahlhorn		26878		36019	20	
28689	3	2011-08-21	0	0	7.08	50.53	Ahrweiler		26878		36021	20	
28690	3	2011-08-22	0	0	11.13	48.47	Aichach		26878		36016	20	
28691	2	2011-07-12	0	0	27.3	42.7	Aidos		26846			20	
28692	2	2011-07-12	0	0	0.07	43.57	Aiguesmorth		26896			20	
28693	2	2011-07-12	0	0	1.18	49.92	Ailly		26896			20	
28694	2	2011-07-12	0	0	24.37	57.87	Ainazi		27007			20	
28695	2	2011-07-12	0	0	8.6	46.52	Airolo		26865			20	
28696	3	2011-08-22	0	0	10.53	47.82	Aitrang		26878		36016	20	
28697	3	2011-08-06	0	0	5.43	43.53	Aix en provence		26896			20	
35903	2	2011-07-14	0	0	-63.04899	18.22723	The Valley		26829	32		20	
35904	2	2011-07-14	0	0	149.1245	-35.30806	Canberra		26838	32		20	
35905	3	2011-08-06	0	0	-70.01667	12.51667	Oranjestad		26839	32		20	
28698	2	2011-07-12	0	0	21.62	56.73	Aizpute		27007			20	
28699	3	2011-08-21	0	0	12	51.87	Aken		26878		36024	20	
28700	2	2011-07-12	0	0	58.25	51.23	Akkermanovka		27007			20	
28701	2	2011-07-12	0	0	5.85	53.05	Akkrum		26983			20	
28702	2	2011-07-12	0	0	71.5	51.17	Akmolinsk		27007			20	
28703	2	2011-07-12	0	0	-22.1	64.17	Akranes		26929			20	
28704	2	2011-07-12	0	0	-18.1	65.67	Akureyri		26929			20	
28705	2	2011-07-12	0	0	22.83	60.28	Alahaermae		26891			20	
28706	2	2011-07-12	0	0	0.6	44.12	Alais		26896			20	
28707	2	2011-07-12	0	0	8.17	44	Alassio		26930			20	
28708	2	2011-07-12	0	0	24.15	65.83	Alatornio		26891			20	
28709	2	2011-07-12	0	0	13.37	41.45	Alatri		26930			20	
28710	2	2011-07-12	0	0	23.58	46.1	Alba-Julia		27006			20	
28711	2	2011-07-12	0	0	-1.93	39.02	Albacete		26889			20	
28712	2	2011-07-12	0	0	13.18	37.57	Albarese		26930			20	
28713	2	2011-07-12	0	0	16.55	58.75	Alberga		27013			20	
28714	3	2011-08-06	0	0	9.78	45.58	Albergo Romobel		26930			20	
28715	3	2011-08-22	0	0	12.5	48.02	Albertseich		26878		36016	20	
28716	2	2011-07-12	0	0	6.4	45.67	Albertville		26896			20	
28717	2	2011-07-12	0	0	9.28	45.47	Albese		26930			20	
28718	2	2011-07-12	0	0	2.15	43.93	Alby		26896			20	
28719	3	2011-08-06	0	0	3.37	40.48	Alcala de Henares		26889			20	
28720	2	2011-07-12	0	0	0.48	40.55	Alcanar		26889			20	
28721	2	2011-07-12	0	0	-0.5	38.35	Alcoy		26889			20	
28722	2	2011-07-12	0	0	1.5	52.13	Aldboraugh		26899			20	
28723	2	2011-07-12	0	0	-0.77	51.25	Aldershof		26899			20	
28724	2	2011-07-12	0	0	0.08	48.43	Alencon		26896			20	
28725	2	2011-07-12	0	0	4.08	44.12	Ales		26896			20	
28726	4	2011-08-22	0	0	10.75	49.05	Alesheim		26878		36016	20	
28727	2	2011-07-12	0	0	8.63	44.92	Alessandria		26930			20	
28728	2	2011-07-12	0	0	18.38	39.53	Alessano		26930			20	
28729	2	2011-07-12	0	0	19.68	41.8	Alessio		26830			20	
28730	2	2011-07-12	0	0	-4.58	56	Alexandria		26899			20	
28731	2	2011-07-12	0	0	43.82	40.8	Alexandropo		27007			20	
28732	2	2011-07-12	0	0	25.85	40.83	Alexandroupolis		26910			20	
28733	2	2011-07-12	0	0	50.13	44.52	Alexandrowsk		27007			20	
28734	4	2011-08-21	0	0	21.5	54.83	Alexen		27007		36942	20	
28735	2	2011-07-12	0	0	11.23	44.32	Alfonsine		26930			20	
28736	2	2011-07-12	0	0	21.57	55.3	Algeberg		27007			20	
28737	2	2011-07-12	0	0	-5.45	36.13	Algeciras		26889			20	
28738	2	2011-07-12	0	0	8.32	40.55	Alghero		26930			20	
28739	2	2011-07-12	0	0	3.05	36.78	Algier=Algiers		26883			20	
28740	2	2011-07-12	0	0	-0.43	38.35	Alicante		26889			20	
28741	2	2011-07-12	0	0	14.37	38.55	Alicudie		26930			20	
28742	2	2011-07-12	0	0	4.74	52.62	Alkmaar		26983			20	
28743	3	2011-08-22	0	0	11.5	48.2	Allach		26878		36016	20	
28744	2	2011-07-12	0	0	16.07	48.05	Alland		26837			20	
28745	4	2011-08-21	0	0	21.25	54.48	Allenburg		27007		36942	20	
28746	3	2011-08-21	0	0	10	51.28	Allendorf		26878		36026	20	
28747	3	2011-08-21	0	0	20.48	53.78	Allenstein		26996			20	
28748	2	2011-07-12	0	0	7.82	47.35	Allerheiligen		26865			20	
28749	3	2011-08-22	0	0	11.98	49	Alling		26878		36016	20	
28750	2	2011-07-12	0	0	-3.78	56.12	Alloa		26899			20	
28751	2	2011-07-12	0	0	-9.17	38.67	Almada		27001			20	
28752	2	2011-07-12	0	0	6.63	52.37	Almelo		26983			20	
28753	2	2011-07-12	0	0	-2.5	36.77	Almeria		26889			20	
28754	2	2011-07-12	0	0	13.08	55.65	Alnar		27013			20	
28755	2	2011-07-12	0	0	4.03	50.93	Alost		26844			20	
28756	2	2011-07-12	0	0	15.63	47.5	Alpl		26837			20	
28757	3	2011-08-22	0	0	9.5	50.27	Alsberg		26878		36017	20	
28758	3	2011-08-21	0	0	9.28	50.75	Alsfeld		26878		36017	20	
28759	2	2011-07-12	0	0	13.77	47.65	Alt-Aussee		26837			20	
28760	3	2011-08-21	0	0	15.5	54.13	Alt-Boick		26996			20	
28761	3	2011-08-22	0	0	7.58	48.03	Alt-Breisach		26878		36015	20	
28762	3	2011-08-21	0	0	18.62	50.3	Alt-Gleiwitz		26996			20	
35906	2	2011-07-14	0	0	-59.53333	13	Bridgetown		26842	32		20	
35907	2	2011-07-14	0	0	90.35	23.7	Dhaka		26843	32		20	
35908	2	2011-07-14	0	0	-1.666667	12.33333	Ouagadougou		26845	32		20	
28763	3	2011-08-21	0	0	17.92	50.33	Alt-Kuttendorf		26996			20	
28764	3	2011-08-21	0	0	8.48	51.2	Altastenberg		26878		36020	20	
28765	3	2011-08-21	0	0	14.75	53.38	Altdamm		26996			20	
28766	3	2011-08-22	0	0	9.57	47.75	Altdorf		26878		36015	20	
28767	5	2011-08-06	0	0	13.38	52.52	Alte Sternwarte		26878		29130	20	
28768	3	2011-08-22	0	0	11	48.93	Alteburg		26878		36016	20	
28769	3	2011-08-21	0	0	7.68	51.3	Altena		26878		36020	20	
28770	3	2011-08-21	0	0	8.75	51.73	Altenbeken		26878		36020	20	
28771	3	2011-08-21	0	0	13.75	50.77	Altenberg		26878		36023	20	
28772	3	2011-08-21	0	0	8.75	53.83	Altenbruch		26878		36019	20	
28773	4	2011-07-14	0	0	12.43	50.97	Altenburg		26878		36026	20	
28774	3	2011-08-21	0	0	8.58	53.13	Altenesch		26878		36019	20	
28775	3	2011-08-21	0	0	7	51.48	Altenessen		26878		36020	20	
28776	2	2011-07-12	0	0	23.08	69.92	Altengaard		26984			20	
28777	3	2011-08-21	0	0	8.5	53.2	Altenheustdorf		26878		36019	20	
28778	3	2011-08-21	0	0	7.65	50.68	Altenkirchen		26878		36021	20	
28779	3	2011-08-22	0	0	12.5	48	Altenmarkt		26878		36016	20	
28780	3	2011-08-22	0	0	12.17	49.8	Altenstadt@Oberpfalz		26878		36016	20	
28781	4	2011-08-22	0	0	10.25	50.35	Alter Berg		26878		36016	20	
28782	3	2011-08-21	0	0	16.53	50.4	Altheide		26996			20	
28783	3	2011-08-22	0	0	11	48.92	Altheimerdorf		26878		36016	20	
28784	3	2011-08-21	0	0	16.25	51.08	Altjauer		26996			20	
28785	2	2011-07-12	0	0	7.22	47.63	Altkirch		26896			20	
28786	4	2011-07-14	0	0	-90.17	38.9	Alton		27047		36040	20	
28787	3	2011-08-21	0	0	9.95	53.55	Altona		26878		30742	20	
28788	3	2011-08-21	0	0	20	53.47	Altstadt		26996			20	
28789	2	2011-07-12	0	0	9.55	47.38	Altstaetten		26865			20	
28790	3	2011-08-22	0	0	12.75	48.23	Altoetting		26878		36016	20	
28791	2	2011-07-12	0	0	27.03	57.42	Aluksere		27007			20	
28792	2	2011-07-12	0	0	24.13	54.43	Alytus		27007			20	
28793	3	2011-08-22	0	0	8.12	49.75	Alzey		26878		36021	20	
28794	2	2011-07-12	0	0	25.35	57.18	Amata		27007			20	
28795	3	2011-08-22	0	0	10.68	48.07	Amberg@Schwaben		26878		36016	20	
28796	2	2011-07-12	0	0	3.75	45.4	Ambert		26896			20	
28797	2	2011-07-12	0	0	1	47.45	Amboise		26896			20	
28798	2	2011-07-12	0	0	5.38	52.15	Amersfoort		26983			20	
28799	3	2011-08-22	0	0	10.5	48.58	Amerting		26878		36016	20	
28800	2	2011-07-12	0	0	132.33	61	Amginsk		27007			20	
28801	2	2011-07-12	0	0	2.3	49.89	Amiens		26896			20	
28802	2	2011-07-12	0	0	35.93	31.95	Amman		26932			20	
28803	3	2011-08-22	0	0	11	48.82	Ammerfeld		26878		36016	20	
28804	3	2011-08-22	0	0	9.25	49.63	Amorbach		26878		36016	20	
28805	3	2011-08-22	0	0	12.5	48.25	Ampfing		26878		36016	20	
28806	2	2011-07-12	0	0	22.37	38.52	Amphissa		26899			20	
28807	3	2011-08-21	0	0	8.38	54.65	Amrum		26878		36025	20	
28808	2	2011-07-12	0	0	4.83	52.3	Amstelveen		26983			20	
28809	2	2011-07-12	0	0	4.9	52.36	Amsterdam		26983			20	
28810	2	2011-07-12	0	0	14.88	48.12	Amstetten		26837			20	
28811	3	2011-08-21	0	0	9	50.8	Amoeneburg		26878		36017	20	
28812	3	2011-08-06	0	0	-6.67	53.65	An Uaimh		26923			20	
28813	2	2011-07-12	0	0	14.22	40.55	Anacapri		26930			20	
28814	2	2011-07-12	0	0	77.6	14.68	Anantapur		26925			20	
28815	2	2011-07-12	0	0	-1.18	47.37	Ancenis		26896			20	
28816	4	2011-07-14	0	0	-149.88	61.22	Anchorage		27047		36027	20	
28817	2	2011-07-12	0	0	13.5	43.62	Ancona		26930			20	
28818	2	2011-07-12	0	0	7.62	62.57	Andalsnes		26984			20	
28819	2	2011-07-12	0	0	8.58	46.63	Andermatt		26865			20	
28820	3	2011-08-21	0	0	7.4	50.43	Andernach		26878		36021	20	
28821	2	2011-07-12	0	0	16.08	69.33	Andesnes		26984			20	
28822	2	2011-07-12	0	0	72.37	40.75	Andidjan		27007			20	
28823	2	2011-07-12	0	0	1.5	42.5	Andorra		26825			20	
28824	2	2011-07-12	0	0	-1.47	51.22	Andover		26899			20	
28825	2	2011-07-12	0	0	24.95	37.83	Andros		26910			20	
28826	2	2011-07-12	0	0	15.65	62.53	Ange		27013			20	
35909	2	2011-07-14	0	0	30	-3.5	Bujumbura		26848	32		20	
35910	2	2011-07-14	0	0	2.6	6.466667	Porto-Novo1		26849	32		20	
35911	2	2011-07-14	0	0	114.9422	4.890283	Bandar Seri Begawan		26851	32		20	
28827	2	2011-07-12	0	0	14.43	48.7	Angern		26877			20	
28828	2	2011-07-12	0	0	-0.53	47.48	Angers		26896			20	
28829	2	2011-07-12	0	0	0.15	45.65	Angoulème		26896			20	
28830	2	2011-07-12	0	0	11.65	56.73	Anholt		26880			20	
28831	2	2011-07-12	0	0	32.84	39.92	Ankara		27039			20	
28832	3	2011-08-21	0	0	13.68	53.85	Anklam		26878		36018	20	
28833	3	2011-08-21	0	0	13	50.57	Annaberg		26878		36023	20	
28834	2	2011-07-12	0	0	6.13	45.9	Annecy		26896			20	
28835	3	2011-08-22	0	0	10.57	49.3	Ansbach		26878		36016	20	
28836	2	2011-07-12	0	0	-6.22	54.72	Antrim		26899			20	
28837	2	2011-07-12	0	0	4.4	51.2	Antwerpen		26844			20	
28838	2	2011-07-12	0	0	12.65	41.45	Anzio		26930			20	
28839	2	2011-07-12	0	0	7.33	54.73	Aosta		26930			20	
28840	2	2011-07-12	0	0	18.98	45.68	Apatin		27061			20	
28841	2	2011-07-12	0	0	5.92	52.22	Apeldoorn		26983			20	
28842	3	2011-08-21	0	0	7.82	53.22	Apen		26878		36019	20	
28843	2	2011-07-12	0	0	14.75	41.8	Apice		26930			20	
28844	3	2011-08-21	0	0	11.52	51.02	Apolda		26878		36026	20	
28845	2	2011-07-12	0	0	9.42	47.33	Appenzell		26865			20	
28846	2	2011-07-12	0	0	-2.5	54.57	Appleby		26899			20	
28847	2	2011-07-12	0	0	5.4	43.88	Apt		26896			20	
28848	2	2011-07-12	0	0	13.4	42.35	Aquila		26930			20	
28849	2	2011-07-12	0	0	13.37	45.77	Aquileja		26930			20	
28850	2	2011-07-12	0	0	11.87	46.5	Arabba		26930			20	
28851	2	2011-07-12	0	0	21.32	46.17	Arad		27006			20	
28852	2	2011-07-12	0	0	61.78	46.05	Aralsk		27007			20	
28853	3	2011-08-06	0	0	-3.68	41.67	Aranda de Duero		26889			20	
28854	2	2011-07-12	0	0	-3.6	40.05	Aranjuez		26889			20	
28855	2	2011-07-12	0	0	9.43	47.52	Arbon		26865			20	
28856	3	2013-03-11	0	0	40.57	64.53	Archangelsk		27007		37117	20	
28857	2	2011-07-12	0	0	10.9	45.92	Arco		26930			20	
28858	2	2011-07-12	0	0	8.8	58.43	Arendal		26984			20	
28859	3	2011-08-21	0	0	11.5	52.88	Arendsee		26878		36024	20	
28860	2	2011-07-12	0	0	22.95	58.2	Arensburg		27007			20	
28861	2	2011-07-12	0	0	11.88	43.47	Arezzo		26930			20	
28862	2	2011-07-12	0	0	-0.02	48.75	Argentan		26896			20	
28863	3	2011-08-22	0	0	11.75	47.95	Arget		26878		36016	20	
28864	2	2011-07-12	0	0	22.72	37.63	Argos		26910			20	
28865	2	2011-07-12	0	0	20.48	38.18	Argostolion		26910			20	
28866	2	2011-07-12	0	0	20.17	40.07	Argyrokastron		26830			20	
28867	2	2011-07-12	0	0	19.47	40.52	Aria		26830			20	
28868	3	2011-08-06	0	0	14.95	41.92	Ariano di Puglia		26930			20	
28869	2	2011-07-12	0	0	27.13	35.47	Arkasse		26910			20	
28870	2	2011-07-12	0	0	13.43	54.68	Arkona		27001			20	
28871	2	2011-07-12	0	0	10.2	47.15	Arlberg		26837			20	
28872	3	2011-08-06	0	0	4.63	43.68	Arles sur Rhone		26896			20	
28873	2	2011-07-12	0	0	5.82	49.7	Arlon		26844			20	
28874	2	2011-07-12	0	0	-6.65	54.35	Armagh		26899			20	
28875	2	2011-07-12	0	0	2.87	50.7	Armentieres		26896			20	
28876	3	2011-08-21	0	0	12	52.68	Arneburg		26878		36024	20	
28877	2	2011-07-12	0	0	5.92	51.98	Arnhem		26983			20	
28878	3	2011-08-21	0	0	8.07	51.4	Arnsberg		26878		36020	20	
28879	3	2011-08-21	0	0	13	50.58	Arnsfeld		26878		36023	20	
28880	3	2011-08-21	0	0	10.94	50.83	Arnstadt		26878		36026	20	
28881	3	2011-08-21	0	0	15.5	53.18	Arnswalde		26996			20	
28882	3	2011-08-21	0	0	9	51.4	Arolsen		26878		36017	20	
28883	2	2011-07-12	0	0	9.65	46.78	Arosa		26865			20	
28884	2	2011-07-12	0	0	2.78	50.3	Arras		26896			20	
28885	2	2011-07-12	0	0	5.83	49.83	Arsdorf		26953			20	
28886	2	2011-07-12	0	0	21	39.2	Arta		26910			20	
28887	2	2011-07-12	0	0	93.43	54.4	Artemovsk		27007			20	
28888	2	2011-07-12	0	0	26.07	60.75	Artjaervi		26891			20	
28889	3	2011-08-07	0	0	-69.97	12.5	Aruba		26839			20	
28890	2	2011-07-12	0	0	25.07	59.38	Arukuela		27007			20	
28891	2	2011-07-12	0	0	12.2	50.22	Asch		26877			20	
28892	3	2011-08-22	0	0	9.14	49.97	Aschaffenburg		26878		36016	20	
35912	2	2011-07-14	0	0	-65.25	-19.03333	Sucre		26852	32		20	
35913	2	2011-07-14	0	0	90.435	27.417	Thimphu		26855	32		20	
35914	3	2011-08-06	0	0	25.91667	-24.63333	Gaborone		26857	32		20	
35915	2	2011-07-14	0	0	-88.76667	17.25	Belmopan		26859	32		20	
28893	3	2011-08-21	0	0	7.25	53.05	Aschendorf		26878		36019	20	
28894	3	2011-08-21	0	0	11.45	51.75	Aschersleben		26878		36024	20	
28895	3	2011-08-06	0	0	13.57	42.85	Ascoli Piceno		26930			20	
28896	2	2011-07-12	0	0	8.78	46.15	Ascona		26930			20	
28897	2	2011-07-12	0	0	26.73	59.48	Aseri		27007			20	
28898	2	2011-07-12	0	0	14.9	58.88	Askersund		27013			20	
28899	2	2011-07-12	0	0	58.38	37.95	Askhabad		27007			20	
28900	2	2011-07-12	0	0	76.32	40.58	Assake		27007			20	
28901	3	2011-08-21	0	0	9.43	53.7	Assel		26878		36019	20	
28902	2	2011-07-12	0	0	6.53	52.48	Assen		26983			20	
28903	2	2011-07-12	0	0	12.62	43.07	Assisi		26930			20	
28904	3	2011-08-22	0	0	11.98	48	Assling		26878		36016	20	
28905	2	2011-07-12	0	0	9.38	45.52	Asso		26930			20	
28906	2	2011-07-12	0	0	48.92	38.43	Astara		27007			20	
28907	3	2011-08-22	0	0	12.75	48.1	Asten		26878		36016	20	
28908	2	2011-07-12	0	0	8.2	44.9	Asti		26930			20	
28909	3	2013-03-11	0	0	48.05	46.35	Astrachan		27007		37118	20	
28910	2	2011-07-12	0	0	-57.67	-25.27	Asuncion		27003			20	
28911	2	2011-07-12	0	0	19.5	47.65	Aszod		26921			20	
28912	2	2011-07-12	0	0	8.5	53.48	Atens		27001			20	
28913	3	2011-07-13	0	0	23.72	37.97	Athenas		26910			20	
28914	2	2011-07-12	0	0	-7.93	53.42	Athlone		26923			20	
28915	2	2011-07-12	0	0	14.8	41.35	Atina		26930			20	
28916	4	2011-07-14	0	0	-84.38	33.76	Atlanta		27047		36036	20	
28917	3	2011-08-22	0	0	12.25	48.02	Attef		26878		36016	20	
28918	3	2011-08-21	0	0	7.9	51.13	Attendorn		26878		36020	20	
28919	3	2011-08-22	0	0	11.5	48.15	Aubing		26878		36016	20	
28920	2	2011-07-12	0	0	2.17	45.95	Aubusson		26896			20	
28921	2	2011-07-12	0	0	0.58	43.65	Auch		26896			20	
28922	3	2011-08-21	0	0	12.75	50.57	Aue		26878		36023	20	
28923	2	2011-07-12	0	0	8.98	46.9	Auen		26865			20	
28924	3	2011-08-21	0	0	12.4	50.52	Auerbach@Vogtland		26878		36023	20	
28925	3	2011-08-22	0	0	10.5	47.75	Auerberg		26878		36016	20	
28926	3	2011-08-22	0	0	10.75	48.97	Auernheim		26878		36016	20	
28927	3	2011-08-22	0	0	10.9	48.37	Augsburg		26878		36016	20	
28928	3	2011-08-21	0	0	9.87	54.95	Augustenburg		26880			20	
28929	2	2011-07-12	0	0	22.98	53.85	Augustow		26996			20	
28930	3	2011-08-21	0	0	13	50.82	Augustusburg		26878		36023	20	
28931	3	2011-08-22	0	0	9.75	49.98	Aulendorf		26878		36016	20	
28932	2	2011-07-12	0	0	71.38	42.9	Aulié-Ata		27007			20	
28933	3	2011-08-21	0	0	12	50.7	Auma		26878		36026	20	
28934	2	2011-07-12	0	0	-3.02	47.67	Auray		26896			20	
28935	3	2011-08-21	0	0	7.48	53.47	Aurich		26878		36019	20	
28936	2	2011-07-12	0	0	2.45	44.93	Aurillac		26896			20	
28937	2	2011-07-12	0	0	19.23	50.03	Auschwitz=Oswiecim		26996			20	
28938	2	2011-07-12	0	0	14.03	50.67	Aussig=Usti		26877			20	
28939	2	2011-07-12	0	0	16.87	49.15	Austerlitz=Slavkov		26877			20	
28940	2	2011-07-12	0	0	4.3	46.95	Autun		26896			20	
28941	2	2011-07-12	0	0	27.87	59.18	Auvere		27007			20	
28942	2	2011-07-12	0	0	3.57	47.8	Auxerre		26896			20	
28943	2	2011-07-12	0	0	3.9	47.48	Avallon		26896			20	
28944	2	2011-07-12	0	0	-8.65	40.65	Aveio		27001			20	
28945	2	2011-07-12	0	0	14.8	40.9	Avellino		26930			20	
28946	2	2011-07-12	0	0	3.93	50.12	Avesnes		26896			20	
28947	2	2011-07-12	0	0	13.18	46.52	Aviano		26930			20	
28948	2	2011-07-12	0	0	4.8	43.95	Avignon		26896			20	
28949	2	2011-07-12	0	0	-4.67	40.6	Avila		26889			20	
28950	2	2011-07-12	0	0	-1.37	48.68	Avranches		26896			20	
28951	3	2011-08-21	0	0	13	51.7	Axien		26878		36024	20	
28952	2	2011-07-12	0	0	138.25	56.47	Ayan		27007			20	
28953	3	2011-08-21	0	0	12.13	51.08	Aylsdorf		26878		36024	20	
28954	2	2011-07-12	0	0	-4.63	55.47	Ayr		26899			20	
28955	4	2011-07-14	0	0	13.11	52.41	Babelsberg		26878		29130	20	
28956	2	2011-07-12	0	0	8.87	47.28	Bachtel		26865			20	
28957	3	2011-08-22	0	0	9.5	48.85	Backnang		26878		36015	20	
35916	2	2011-07-14	0	0	18.58333	4.366667	Bangui		26863	32		20	
35917	2	2011-07-14	0	0	15.28333	-4.266667	Brazzaville		26864	32		20	
28958	4	2011-08-22	0	0	12	47.83	Bad Aibling		26878		36016	20	
28959	4	2011-08-22	0	0	8	49.12	Bad Bergzabern		26878		36021	20	
28960	4	2011-08-22	0	0	9.23	48.8	Bad Cannstatt		26878		36015	20	
28961	4	2011-08-21	0	0	7.85	52.32	Bad Essen@Oldenburg		26878		36020	20	
28962	3	2011-08-06	0	0	12.82	47.22	Bad Fusch		26837			20	
28963	3	2011-08-06	0	0	13.13	47.12	Bad Gastein		26837			20	
28964	4	2011-08-22	0	0	8.62	50.23	Bad Homburg		26878		36017	20	
28965	3	2011-08-06	0	0	13.78	47.72	Bad Ischl		26837			20	
28966	4	2011-08-22	0	0	8.75	50.37	Bad Nauheim		26878		36017	20	
28967	4	2011-08-21	0	0	7.15	50.55	Bad Neuenahr		26878		36021	20	
28968	3	2011-08-06	0	0	15.2	46.33	Bad Neuhaus		27061			20	
28969	4	2011-08-22	0	0	10.22	50.32	Bad Neustadt		26878		36016	20	
28970	4	2011-08-22	0	0	12.87	47.72	Bad Reichenhall		26878		36016	20	
28971	4	2011-08-21	0	0	8.57	52.12	Bad Salzuflen		26878		36020	20	
28972	4	2011-08-22	0	0	11.55	47.77	Bad Toelz		26878		36016	20	
28973	4	2011-08-22	0	0	9.75	47.92	Bad Waldsee@Wuerttemberg		26878		36015	20	
28974	4	2011-08-22	0	0	10.42	49.5	Bad Windsheim		26878		36016	20	
28975	4	2011-08-22	0	0	10.32	48.05	Bad Woerishofen		26878		36016	20	
28976	2	2011-07-12	0	0	-6.97	38.87	Badajoz		26889			20	
28977	3	2011-08-21	0	0	8	52.63	Badbergen		26878		36019	20	
28978	2	2011-07-12	0	0	8.32	47.47	Baden		26865			20	
28979	3	2011-08-22	0	0	8.24	48.76	Baden-Baden		26878		36015	20	
28980	3	2011-08-06	0	0	16.23	48.02	Baden bei Wien		26837			20	
28981	2	2011-07-12	0	0	44.42	33.34	Baghdad		26927			20	
28982	4	2011-08-06	0	0	0.15	43.07	Bagneres de Bigorre		26896			20	
28983	3	2011-08-06	0	0	11.17	44.9	Bagni di Boretta		26930			20	
28984	2	2011-07-12	0	0	12.12	43.2	Bagnone		26930			20	
28985	3	2011-08-21	0	0	14.7	53.12	Bahn		26996			20	
28986	2	2011-07-12	0	0	23.58	47.67	Baia-Mara		27006			20	
28987	3	2011-08-22	0	0	11.5	48	Baierbrunn		26878		36016	20	
28988	3	2011-08-22	0	0	10.75	48.8	Baierfeld		26878		36016	20	
28989	2	2011-07-12	0	0	18.95	46.18	Baja		26921			20	
28990	3	2011-08-07	0	0	49.83	40.42	Baku		26840			20	
28991	2	2011-07-12	0	0	33.58	44.5	Balaklava		27007			20	
