Ln-nm	Absorption
6.62852795	0.081536492
6.628532832	0.059197497
6.62855959	0.059266151
6.62856955	0.080190044
6.628585566	0.059336205
6.628609589	0.078866013
6.628610761	0.059407661
6.628635174	0.059479817
6.62864826	0.077566501
6.628659002	0.059553374
6.628681853	0.059627632
6.628684978	0.07629361
6.628703923	0.059703291
6.628720134	0.075051543
6.628725212	0.059780351
6.628745719	0.059858112
6.628753141	0.073841
6.62876525	0.059937273
6.628783804	0.060017836
6.628784195	0.072666185
6.628801578	0.060099099
6.628813101	0.071528499
6.628818569	0.060182464
6.628834389	0.060265829
6.628839467	0.070431445
6.628849428	0.060351296
6.62886349	0.060437463
6.628863686	0.069377124
6.628876381	0.060525031
6.628885365	0.068368338
6.62888849	0.060614
6.628894154	0.060658835
6.628896888	0.060681953
6.628901966	0.060732392
6.62890431	0.06740719
6.628907044	0.060787035
6.628911732	0.060847282
6.628916224	0.060912433
6.628920521	0.066497181
6.628920521	0.060981787
6.62892638	0.061095275
6.628930677	0.065849177
6.628933411	0.061264106
6.628936731	0.065435154
6.628939466	0.061450451
6.628941809	0.065034442
6.628944544	0.061655711
6.628946301	0.064648442
6.628948645	0.061879185
6.628949817	0.064277153
6.62895177	0.062120173
6.628952747	0.063921275
6.628954114	0.062378674
6.6289547	0.06358081
6.628955481	0.062654689
6.628955872	0.063255757
6.628956067	0.062946817
6.631238838	0.342588474
6.631707775	0.300726676
6.634990528	0.386586935
6.640149223	0.384877604
6.644370044	0.233660652
6.646245792	0.127723458
6.646245792	0.181973002
6.646714924	0.046561758
6.648121734	0.025203526
6.652811493	0.015378375
6.658908061	0.015378375
6.658918803	0.015401493
6.658974466	0.015519185
6.659036575	0.015648786
6.659117628	0.015814815
6.65921665	0.016015171
6.659333054	0.016247052
6.659431294	0.016439702
6.659501605	0.016576308
6.659575823	0.016718519
6.659653751	0.016867034
6.659735195	0.017021154
6.65982035	0.017179478
6.659908629	0.017343405
6.660000424	0.017510836
6.660095345	0.017682469
6.66019339	0.017857606
6.660294364	0.018036245
6.660398269	0.018216986
6.660504907	0.018400528
6.660614085	0.018586173
6.660725802	0.018773219
6.660840058	0.018962366
6.660956657	0.019151513
6.661075405	0.019341361
6.661196301	0.019531909
6.661319346	0.019721757
6.661444148	0.019910905
6.661538873	0.020052415
6.661602544	0.020146988
6.6616668	0.020240161
6.661731252	0.020333334
6.66179629	0.020426506
6.661861523	0.020518978
6.661927147	0.02061075
6.661993162	0.020701821
6.662059567	0.020792191
6.662126167	0.020881861
6.662193158	0.020971531
6.66226054	0.021059799
6.662328116	0.021147367
6.662395889	0.021234235
6.662464051	0.021319702
6.662532214	0.021404468
6.662600768	0.021488533
6.662669517	0.021571197
6.662738461	0.021653161
6.6628076	0.021733724
6.662876935	0.021812886
6.662946465	0.021891347
6.663015995	0.021968407
6.663085915	0.022044066
6.66315564	0.022117623
6.663225756	0.02219048
6.663295677	0.022261935
6.663365988	0.02233199
6.663436104	0.022399943
6.663506415	0.022466495
6.663576727	0.022531645
6.663647038	0.022595395
6.663717349	0.022657043
6.66378766	0.022716589
6.663857971	0.022774735
6.663928283	0.022830778
6.663998594	0.02288472
6.66406871	0.022936561
6.664139021	0.022987
6.664208942	0.023035338
6.664278862	0.023080873
6.664348783	0.023125007
6.664418508	0.02316634
6.664470656	0.023196463
6.664505421	0.023215378
6.664540186	0.023233592
6.664574951	0.023251806
6.66460952	0.02326932
6.66464409	0.023286133
6.66467866	0.023302245
6.664713229	0.023317657
6.664747604	0.023332369
6.664781978	0.02334708
6.664816352	0.023360391
6.664850727	0.023373701
6.664884906	0.023386311
6.664919085	0.02339822
6.664953264	0.023409429
6.664987248	0.023419237
6.665021427	0.023429745
6.665055215	0.023438852
6.665089199	0.023447258
6.665122988	0.023454964
6.665156776	0.02346197
6.665190369	0.023468275
6.665223962	0.02347458
6.665257555	0.023479483
6.665290953	0.023483687
6.665324351	0.023487189
6.665357749	0.023489992
6.665390951	0.023492093
6.665424154	0.023494195
6.665457161	0.023494895
6.665473567	0.023494895
6.665506574	0.023494895
6.665572393	0.023496297
6.665638017	0.023498398
6.665703446	0.0235012
6.665768679	0.023505404
6.665833717	0.023511008
6.665898364	0.023517313
6.665963011	0.023524318
6.666027463	0.023532725
6.66609172	0.023541832
6.666155586	0.02355164
6.666219452	0.023562848
6.666282927	0.023574758
6.666346207	0.023587367
6.666409097	0.023601378
6.666471986	0.023615389
6.666534485	0.023630801
6.666596789	0.023646914
6.666658702	0.023663727
6.666720419	0.023681941
6.666781942	0.023700155
6.666843073	0.023719771
6.666903815	0.023739386
6.666964556	0.023760402
6.667024711	0.023781419
6.667084671	0.023803136
6.667144435	0.023826254
6.667203809	0.023849372
6.667262792	0.02387319
6.66732158	0.023897709
6.667379978	0.023922929
6.667437985	0.023948849
6.667495601	0.02397547
6.667553021	0.02400209
6.667610052	0.024029412
6.667666691	0.024057434
6.66772294	0.024085455
6.667778799	0.024114178
6.667834462	0.024143601
6.667889539	0.024173024
6.667944421	0.024203147
6.667998717	0.024233971
6.668052817	0.024264795
6.668106332	0.02429632
6.668159651	0.024327844
6.668212384	0.024359369
6.668290703	0.024408407
6.668393827	0.024473558
6.668495192	0.02454081
6.668594604	0.024608062
6.668692259	0.024676716
6.668788155	0.024745369
6.668882099	0.024814723
6.668974089	0.024884778
6.669063932	0.024954832
6.669152016	0.025024887
6.669237756	0.025094941
6.669321544	0.025164295
6.669402988	0.02523435
6.669482479	0.025303003
6.66955943	0.025371657
6.669634234	0.025438909
6.669706693	0.025505461
6.669776809	0.025571312
6.669844386	0.025635763
6.669909619	0.025699512
6.669972313	0.02576116
6.670032469	0.025821407
6.670089889	0.025879552
6.670144771	0.025936297
6.670196919	0.025990939
6.67027016	0.0260687
6.670357853	0.026164674
6.670434024	0.026250141
6.670498476	0.026323698
6.670550623	0.026385346
6.670590271	0.026432983
6.670625622	0.026476417
6.670632458	0.026484824
6.671570136	0.03716394
6.686108348	0.038873271
6.693611923	0.093978181
6.69363204	0.093992892
6.693785748	0.094106381
6.693990041	0.094258399
6.694163866	0.0943887
6.694364643	0.094540719
6.69459003	0.094713053
6.694837096	0.094902901
6.695103693	0.095109562
6.69538689	0.095331635
6.69548767	0.049552386
6.695608957	0.095507472
6.695760712	0.095628666
6.695915201	0.095752663
6.69607223	0.095878761
6.696231211	0.096008362
6.696392146	0.096139364
6.696554447	0.096273168
6.696717726	0.096408373
6.69688198	0.09654568
6.697046821	0.096684388
6.697211662	0.096824497
6.697376307	0.096966007
6.697540562	0.097108218
6.697703841	0.097251129
6.697866142	0.097394741
6.698027077	0.097539054
6.698186058	0.097683366
6.698343087	0.097826978
6.698497576	0.09797129
6.698649526	0.098114902
6.698798157	0.098257813
6.698943662	0.098399324
6.699050105	0.098505806
6.699120026	0.098575861
6.69918897	0.098645916
6.699256742	0.09871527
6.699323342	0.098784624
6.699388771	0.098853277
6.699453223	0.098921931
6.699516308	0.098989883
6.699578025	0.099057836
6.699638571	0.099124388
6.69969775	0.099191641
6.699755561	0.099257492
6.69981181	0.099322643
6.699866692	0.099387793
6.699920207	0.099452243
6.699971963	0.099515993
6.700022158	0.099579042
6.70007079	0.099641391
6.700117664	0.099703039
6.700162976	0.099763986
6.700206334	0.099824233
6.70024813	0.099883079
6.700287973	0.099941925
6.700325863	0.10000007
6.700361995	0.100056814
6.700396174	0.100112858
6.700428205	0.100168201
6.700458283	0.100222143
6.700486407	0.100275384
6.700512188	0.100327925
6.700536016	0.100379065
6.7005575	0.100429504
6.700576835	0.100478543
6.700593827	0.10052688
6.700608671	0.100573817
6.700620975	0.100620053
6.700628787	0.100653679
6.700633084	0.100676096
6.700636795	0.100697813
6.70063992	0.10071953
6.700642459	0.100740547
6.700644412	0.100761563
6.700645779	0.100782579
6.700646365	0.100812703
6.700646365	0.100802895
6.70064656	0.100836521
6.700647732	0.100909378
6.700651834	0.10107891
6.700661013	0.101414471
6.70067488	0.101871928
6.700703395	0.102777032
6.700755738	0.104370073
6.700822924	0.106375034
6.700903978	0.10875759
6.700997726	0.111485514
6.701102998	0.114525181
6.701279361	0.119595029
6.701543419	0.127135
6.701831695	0.135320874
6.702134229	0.143886444
6.70244145	0.152565503
6.702743983	0.161091142
6.703167804	0.173008822
6.703788105	0.190412474
6.703929313	0.19436215
6.710025882	0.196496712
6.714246704	0.158051475
6.717529457	0.152498951
6.722219215	0.121742901
6.724094962	0.079025737
6.732067474	0.057667506
6.733943416	0.02434886
6.74519868	0.013242412
6.758798824	0.007689188
6.759548224	0.007725616
6.762186262	0.007853816
6.763616509	0.007922469
6.765189137	0.007997428
6.766855708	0.008075889
6.768568373	0.008155751
6.770279084	0.008234212
6.7719396	0.00830917
6.773122977	0.008361711
6.773871401	0.008393936
6.774579982	0.00842406
6.775243251	0.008451381
6.775854764	0.0084752
6.776408464	0.008496917
6.776898885	0.00851443
6.777221145	0.008524938
6.777412938	0.008530543
6.777585591	0.008535447
6.777738128	0.008538949
6.777869766	0.008541051
6.77797992	0.008542452
6.778026794	0.008542452
6.778037927	0.008542452
6.778060583	0.008543153
6.77808402	0.008544554
6.778108238	0.008546655
6.778133042	0.008549457
6.778158628	0.00855296
6.778184799	0.008557163
6.778211752	0.008562067
6.778239291	0.008567672
6.77826761	0.008573276
6.77831136	0.008583784
6.778371905	0.008599897
6.77843499	0.008618811
6.778500809	0.008639828
6.778568972	0.008662946
6.778639479	0.008689567
6.778712524	0.008717588
6.778787913	0.008748412
6.778865451	0.008781338
6.778945332	0.008816365
6.779027362	0.008853494
6.77911154	0.008892725
6.779197672	0.008934057
6.779285951	0.008978191
6.779376184	0.009023727
6.77946837	0.009070663
6.779562313	0.009120402
6.77965821	0.009171542
6.779755865	0.009224783
6.779855277	0.009279426
6.779956251	0.00933617
6.780058789	0.009395016
6.780163084	0.009454562
6.780268746	0.00951621
6.78037597	0.009579259
6.780484562	0.00964441
6.780594521	0.009710261
6.780705847	0.009778214
6.780818345	0.009846868
6.780989436	0.00995265
6.781221463	0.010098364
6.781457787	0.010248981
6.781697626	0.010403801
6.781940786	0.010562825
6.78218707	0.010725352
6.782435699	0.010891381
6.78268628	0.011060213
6.782938814	0.011231846
6.783192521	0.011405582
6.783447008	0.011581418
6.783702082	0.011758656
6.783957155	0.011937296
6.784211838	0.012116635
6.78446574	0.012296675
6.784718665	0.012477416
6.784969832	0.012657456
6.785219046	0.012836796
6.785465917	0.013015435
6.785709858	0.013192673
6.785950674	0.01336851
6.786187974	0.013542245
6.786421173	0.013713879
6.786762378	0.013966075
6.787199674	0.014291129
6.787613339	0.01460077
6.788000441	0.014892197
6.788357466	0.015162607
6.788681288	0.015408499
6.788968783	0.01562847
6.789216435	0.015818318
6.789506078	0.016041091
6.789722676	0.016209222
6.789750995	0.01623164
6.789756464	0.01683621
6.78978537	0.019770796
6.789809197	0.022009739
6.789828338	0.023742889
6.789850408	0.025646971
6.789875016	0.027701671
6.789902555	0.029888774
6.789932828	0.032187965
6.789965835	0.034581028
6.790001381	0.037047649
6.790030092	0.038934218
6.790050013	0.040205008
6.790070521	0.041483503
6.790091809	0.042766903
6.790113879	0.044053104
6.790136535	0.045340006
6.790159972	0.046624807
6.790183995	0.047905404
6.790208604	0.049178295
6.790233994	0.05044278
6.790260166	0.051694655
6.790286923	0.052933219
6.790314462	0.05415497
6.790342586	0.055357107
6.790371492	0.056538927
6.790400983	0.057696228
6.790431256	0.058827609
6.790462115	0.059930268
6.790493755	0.061002102
6.790525981	0.06203961
6.790558988	0.063042091
6.790584183	0.063769257
6.790601175	0.064240724
6.790618362	0.064703084
6.790635745	0.065153535
6.790653127	0.065594178
6.7906709	0.066022912
6.790688674	0.066440437
6.790706837	0.066846053
6.790725001	0.067239059
6.79074336	0.067620156
6.790761914	0.067988643
6.790780664	0.068343819
6.790799609	0.068685686
6.790818554	0.069013541
6.79083789	0.069328086
6.790857225	0.069627919
6.790876756	0.069913742
6.790896482	0.070184152
6.790916404	0.070439852
6.790936521	0.070679438
6.790956833	0.070903613
6.790977145	0.071111675
6.790997848	0.071303624
6.791013472	0.071436728
6.791023824	0.071520093
6.79103437	0.071599254
6.791044917	0.071674213
6.791055464	0.071744267
6.79106601	0.071810819
6.791076557	0.071872467
6.791087299	0.071929211
6.791098041	0.071982453
6.791108783	0.07203009
6.79111972	0.072074224
6.791130462	0.072113455
6.7911414	0.072147781
6.791152337	0.072177204
6.791157806	0.072190515
6.79116347	0.072203125
6.791174602	0.072232547
6.791186321	0.072265473
6.791198235	0.072301901
6.791210344	0.072342533
6.791222844	0.072386667
6.791235539	0.072435005
6.791248624	0.072486846
6.791261905	0.072542189
6.791275382	0.072601735
6.79129628	0.07269771
6.791325185	0.072837819
6.791355068	0.072991939
6.791385927	0.07316077
6.791417762	0.073342212
6.791450769	0.073537664
6.791484753	0.073746426
6.791519518	0.073967799
6.791555259	0.074201781
6.791591977	0.074448373
6.791629672	0.074706874
6.791668148	0.074977285
6.791707405	0.075259605
6.791747639	0.075553133
6.791788458	0.07585717
6.791830254	0.076173116
6.791872636	0.07649887
6.791915995	0.076835132
6.79195994	0.077181902
6.792027126	0.077719921
6.792119116	0.078470905
6.792213646	0.079256917
6.792310324	0.080077256
6.79240915	0.08092982
6.792510125	0.081811807
6.792612857	0.082721115
6.792717152	0.083657044
6.79282301	0.084616091
6.792930039	0.085596854
6.79303824	0.086597934
6.793147418	0.087615826
6.793257182	0.088649832
6.793367726	0.089697147
6.793478662	0.090756372
6.793589793	0.091825404
6.793701119	0.092901442
6.793812445	0.093983085
6.79392338	0.09506823
6.79403373	0.096155476
6.794198375	0.097783544
6.794414778	0.099941224
6.794626297	0.10206808
6.794831567	0.104148701
6.795029415	0.106166272
6.795218279	0.108103981
6.795396791	0.109947116
6.79556378	0.111678864
6.795717488	0.113282413
6.795856939	0.11474235
6.796036037	0.116626817
6.796268846	0.119096941
6.796316501	0.119605537
6.79725457	0.234086583
6.805696018	0.236649179
6.810854713	0.276375714
6.82023423	0.278085045
6.820263722	0.278107462
6.820413524	0.27822025
6.820578169	0.278344947
6.820790275	0.278506773
6.82104613	0.278703627
6.821342218	0.278933405
6.821674829	0.279192607
6.821945918	0.279406274
6.822136149	0.279556891
6.822333411	0.279713113
6.822537313	0.27987634
6.822747075	0.280044471
6.822962696	0.280218906
6.823183591	0.280398246
6.823408977	0.280581789
6.823638856	0.280770936
6.823872445	0.280963586
6.824109355	0.28116044
6.824349194	0.281361496
6.824591378	0.281565355
6.824835514	0.281772716
6.825081212	0.28198288
6.825327888	0.282195846
6.825575149	0.282411614
6.825822605	0.282628783
6.826069671	0.282847353
6.826315956	0.283068025
6.826560873	0.283290098
6.826804033	0.283512871
6.826985084	0.283680302
6.827105004	0.283791689
6.827224142	0.283903776
6.827342695	0.284015163
6.827460271	0.28412725
6.827577065	0.284239337
6.827692884	0.284350724
6.827737805	0.365227303
6.827779796	0.364401359
6.827807725	0.284462111
6.82792159	0.284574198
6.827982136	0.36039494
6.828034284	0.284684884
6.828146	0.284796271
6.828192875	0.356186763
6.82825635	0.284906957
6.828365332	0.285017643
6.82838252	0.352372993
6.828473143	0.285127629
6.828521189	0.349567308
6.828579586	0.285237615
6.828667866	0.346580883
6.828684467	0.2853476
6.828787981	0.285456185
6.828821379	0.343441738
6.828889932	0.285564769
6.82897997	0.340174394
6.828990126	0.285673354
6.829088757	0.285780537
6.829142467	0.336806171
6.82918563	0.285887721
6.82928055	0.285994204
6.829307112	0.33336369
6.829373908	0.286099986
6.829465117	0.286205068
6.829472539	0.329872171
6.829554569	0.286309449
6.82963738	0.326359636
6.829641872	0.28641313
6.829727222	0.28651541
6.829759643	0.323726286
6.829810228	0.286617689
6.82984011	0.321977724
6.829891281	0.286718568
6.829919796	0.32023827
6.829969795	0.286819446
6.829998311	0.318511425
6.830046161	0.286918223
6.830075262	0.316800693
6.830120183	0.287017
6.830150847	0.315108875
6.830191862	0.287114376
6.830224674	0.313440176
6.830261001	0.287210351
6.830296547	0.311796696
6.830327406	0.287306325
6.830366468	0.310182639
6.830391467	0.287400199
6.830434045	0.308601508
6.830452794	0.287493371
6.830499278	0.307055404
6.830511387	0.287585143
6.830561777	0.305548531
6.830567245	0.287676213
6.830620174	0.287765183
6.830621541	0.30408369
6.830670369	0.287853451
6.830678376	0.302664385
6.830717438	0.287940319
6.830731891	0.301294118
6.830750836	0.288004769
6.830772125	0.288046802
6.830782085	0.299976392
6.830792827	0.288088835
6.830812554	0.288130868
6.830828764	0.298714009
6.830831498	0.2881722
6.830849662	0.288213532
6.83086724	0.288254164
6.830871732	0.297509771
6.830883841	0.288294095
6.830899661	0.288334026
6.830910794	0.296367882
6.830914505	0.288373256
6.830928762	0.288412487
6.830937356	0.295554548
6.830942043	0.288451017
6.830953957	0.295033342
6.830954543	0.288489547
6.830966066	0.288527376
6.830969191	0.29452965
6.830977004	0.288565206
6.830983449	0.294043472
6.830986769	0.288602335
6.830995949	0.288638763
6.83099673	0.293575507
6.831003956	0.288675191
6.831008644	0.293125757
6.831011378	0.288710919
6.831017628	0.288746647
6.831019386	0.292695622
6.831020558	0.288764161
6.831023292	0.288782375
6.83102837	0.288823707
6.831029151	0.292284402
6.831033057	0.288872045
6.831037549	0.291893497
6.831037549	0.288925987
6.831041456	0.288986234
6.831044581	0.291522909
6.831044971	0.289053486
6.831048291	0.289125642
6.831050635	0.291172636
6.831051221	0.289204804
6.831054737	0.289334405
6.831055127	0.29084338
6.831058252	0.289528456
6.831058447	0.29053584
6.831060401	0.289746325
6.831060596	0.290250018
6.831061182	0.289986613
6.835241184	0.538656452
6.836179253	0.68261155
6.836179253	0.385304236
6.846496643	0.681330252
6.849310655	0.619818152
6.855407224	0.615973559
6.861503792	0.537375154
6.868069493	0.343014405
6.86853843	0.490814097
6.875572873	0.310977058
6.876042005	0.239640508
6.884014516	0.216145613
6.885421326	0.142246467
6.891517895	0.06322073
6.89902147	0.034600644
6.91168374	0.011106449
6.9346634	0
6.966084508	0.000853264
6.975464025	0.00982375
6.975472033	0.009864381
6.975535118	0.010173322
6.975620468	0.010585243
6.975694295	0.010936216
6.975780817	0.011343233
6.975879448	0.011800689
6.975989211	0.01230298
6.976109912	0.012846604
6.976206785	0.01327814
6.976274362	0.013575872
6.976344283	0.013881309
6.976416352	0.014193052
6.976490569	0.0145118
6.97656674	0.014835452
6.976644863	0.015164008
6.97672494	0.015496767
6.976806774	0.01583373
6.976890171	0.016173494
6.976975131	0.016515361
6.977061653	0.016860029
6.977149542	0.017205398
6.977238798	0.017550767
6.977329421	0.017896836
6.977421021	0.018242205
6.977513793	0.018586874
6.977607541	0.01892944
6.977702071	0.019269205
6.977797577	0.019606167
6.977893669	0.019938926
6.977990542	0.020268183
6.978087806	0.020591835
6.978161242	0.020831421
6.978210265	0.020989044
6.978259482	0.021145266
6.978308505	0.021299386
6.978357918	0.021452105
6.978407136	0.021603423
6.978456549	0.021752639
6.978505962	0.021899753
6.978555375	0.022044766
6.978604789	0.022187678
6.978654397	0.022328487
6.97870381	0.022467195
6.978753223	0.022603101
6.978802637	0.022736905
6.97885205	0.022867907
6.978901268	0.022996808
6.978950681	0.023122906
6.978999899	0.023246202
6.979048921	0.023366696
6.979097944	0.023484387
6.979146966	0.023599277
6.979195598	0.023710663
6.979244425	0.023819248
6.979292862	0.02392433
6.979341299	0.02402661
6.97938954	0.024125386
6.979437586	0.024220661
6.979485632	0.024312432
6.979533287	0.0244
6.979580747	0.024484766
6.979628208	0.024565329
6.979675277	0.024642389
6.979722151	0.024715946
6.979757111	0.024767787
6.979780353	0.024801413
6.979803595	0.024834338
6.979826641	0.024865863
6.979849688	0.024895987
6.979872734	0.024925409
6.979895585	0.024954132
6.979918437	0.024981453
6.979941288	0.025007373
6.979963944	0.025032593
6.979986599	0.025057112
6.98000906	0.02508023
6.98003152	0.025101947
6.980053981	0.025122263
6.980076246	0.025141878
6.980098511	0.025160793
6.980120581	0.025178306
6.980142651	0.025194419
6.980153784	0.025202125
6.980164721	0.025209831
6.980187377	0.025226644
6.980210423	0.025246259
6.980234056	0.025267276
6.980258274	0.025291094
6.980282883	0.025316314
6.980308078	0.025344336
6.980333859	0.025373759
6.980360225	0.025405283
6.980386983	0.025438909
6.980414326	0.025474637
6.98044206	0.025512467
6.98047038	0.025551697
6.980499285	0.02559373
6.980528582	0.025637164
6.980558464	0.025681999
6.980588737	0.025729636
6.9806194	0.025778674
6.98065065	0.025829814
6.98068229	0.025882355
6.980730727	0.025965019
6.980796741	0.02608131
6.980864708	0.026204606
6.980934238	0.026334907
6.981005526	0.026471513
6.981078376	0.026615125
6.981152984	0.026765042
6.98122896	0.026921264
6.981306693	0.02708379
6.981385793	0.027252622
6.98146626	0.027427057
6.98154829	0.027607098
6.981631687	0.027793443
6.981716255	0.027984692
6.981802387	0.028181545
6.981889495	0.028383302
6.981977969	0.028590664
6.982067421	0.028802228
6.98215824	0.029019397
6.982250035	0.02924077
6.982342807	0.029467046
6.982436555	0.029696825
6.982531475	0.029931508
6.982627176	0.030170394
6.982723854	0.030413483
6.982821314	0.030660075
6.982919554	0.03091017
6.983018576	0.031163767
6.983118183	0.031420867
6.983218572	0.03168147
6.983370522	0.03207868
6.983575011	0.032617399
6.983781452	0.033167327
6.983989652	0.033727063
6.984199023	0.034294505
6.984409566	0.034869653
6.98462089	0.035451106
6.984832605	0.036037462
6.98504432	0.036628022
6.98525584	0.037221384
