Ln-nm	Absorption
6.985466773	0.037816848
6.98567673	0.038413012
6.985885711	0.039008476
6.986092934	0.039602538
6.986298399	0.040194499
6.98650152	0.040782257
6.986702298	0.041365111
6.986900341	0.041942361
6.987095064	0.042512605
6.987286467	0.043074442
6.987473963	0.043627172
6.987657358	0.044170095
6.987923955	0.044961712
6.98826223	0.045971198
6.98857824	0.046919036
6.988869446	0.04779752
6.989133308	0.048596842
6.989367093	0.049308597
6.989568261	0.049923676
6.989803608	0.050645237
6.989979191	0.05118816
6.990002042	0.051258915
6.995160933	0.06663729
6.996098611	0.127294724
7.003602186	0.244764999
7.006884939	0.253308852
7.01110576	0.454931455
7.013919576	0.616400191
7.016264456	0.759500623
7.017202329	0.487395435
7.024236967	0.764626515
7.035492426	0.630496568
7.043933874	0.615972858
7.049561506	0.515588889
7.054251265	0.428873964
7.058002955	0.27253112
7.058472087	0.232377252
7.061754839	0.214863614
7.063630782	0.188806824
7.071603293	0.178981673
7.079106868	0.155060145
7.083796431	0.136691842
7.096927833	0.129430688
7.101617396	0.093975379
7.110527976	0.045278358
7.117562419	0.04698839
7.119438361	0.010679116
7.129755752	0.009825851
7.137728263	0.025203526
7.139604205	0.048697721
7.144762705	0.078599806
7.146169516	0.080734368
7.152735217	0.029474051
7.159769659	0.025629458
7.163521544	0.033318645
7.164928354	0.065355993
7.17008705	0.164885997
7.179935308	0.27082319
7.185563136	0.384876904
7.197287337	0.571548465
7.20572898	0.832547205
7.210418543	0.952580775
7.213232554	0.990171346
7.222142939	0.999995797
7.239963904	0.999995797
7.247467479	0.983764157
7.257315933	0.94702755
7.268571197	0.915417536
7.276074771	0.827420612
7.280295593	0.77018044
7.295302742	0.773171068
7.299992305	0.668942506
7.304213127	0.527550003
7.306088874	0.446815635
7.312654575	0.381459643
7.314999454	0.252882219
7.321565155	0.236223247
7.324378776	0.125586794
7.330006408	0.117470274
7.331882351	0.057666805
7.334696167	0.04869702
7.337979115	0.020503566
7.338000599	0.020465737
7.338110362	0.020273787
7.338231845	0.020062923
7.338389068	0.019791812
7.33857969	0.019464657
7.338801756	0.019086363
7.339052533	0.018662533
7.339258193	0.018317164
7.339403308	0.018074775
7.339554086	0.01782398
7.339710724	0.017564778
7.33987244	0.01729857
7.340039429	0.017024657
7.340211105	0.016744439
7.340387274	0.016458616
7.340567544	0.01616789
7.340751721	0.01587226
7.340939608	0.015573127
7.34113062	0.015270491
7.341324757	0.014964353
7.341521628	0.014656813
7.341721039	0.014347873
7.341922402	0.014038232
7.342125719	0.01372789
7.342330793	0.013417548
7.342536844	0.013108608
7.342744067	0.012801068
7.342951876	0.01249563
7.343160271	0.012192294
7.343316518	0.011967419
7.343420813	0.011818903
7.343524912	0.011671088
7.343629012	0.011524674
7.343732916	0.011378961
7.343836625	0.011234648
7.343940139	0.011091737
7.344043458	0.010950227
7.344146385	0.010810118
7.344249118	0.01067211
7.34435146	0.010534803
7.344453411	0.010399598
7.344554972	0.010266495
7.344655947	0.010134792
7.344756531	0.010005191
7.344856724	0.009877692
7.344956136	0.009752294
7.345054963	0.009628998
7.345153398	0.009507804
7.345250858	0.009389412
7.345347731	0.009273121
7.345443823	0.009158932
7.345539134	0.009047545
7.345633663	0.008938961
7.345727411	0.008832478
7.345820183	0.008729498
7.345911978	0.008628619
7.346002797	0.008531243
7.346092639	0.00843667
7.346181505	0.008345599
7.346269198	0.00825733
7.346355916	0.008171863
7.346441461	0.0080899
7.346525639	0.008011439
7.346608841	0.00793648
7.346690675	0.007865024
7.346751221	0.007813885
7.346791064	0.007780959
7.346830712	0.007748734
7.346869969	0.007717209
7.346908835	0.007687086
7.346947506	0.007657663
7.346985787	0.007629641
7.347023482	0.00760232
7.347061176	0.007575699
7.347098285	0.00755048
7.347135003	0.00752596
7.34717133	0.007502842
7.347207463	0.007480425
7.347243009	0.007459409
7.34727836	0.007439093
7.347313125	0.007419478
7.347347694	0.007401263
7.347381678	0.00738445
7.347415271	0.007368338
7.347448474	0.007353626
7.347481286	0.007339615
7.347513707	0.007327006
7.347545738	0.007315096
7.347577378	0.007304588
7.347608432	0.00729478
7.347639095	0.007287074
7.347669368	0.007280069
7.347699055	0.007273764
7.347728352	0.00726886
7.347757257	0.007265358
7.347785772	0.007263256
7.347813702	0.007261855
7.347827373	0.007261855
7.34788245	0.007261154
7.347992995	0.007259753
7.348104321	0.00725625
7.348216038	0.007250646
7.348328145	0.007244341
7.348440839	0.007235935
7.348553923	0.007226828
7.348667397	0.007216319
7.348781067	0.007205111
7.348894932	0.007192501
7.349009188	0.00717919
7.349123248	0.007164479
7.349237699	0.007149768
7.349351955	0.007135056
7.349523241	0.007111238
7.349865031	0.007062199
7.350204283	0.007013862
7.350372639	0.006990744
7.350484161	0.006976032
7.350595096	0.006962021
7.350705251	0.006948711
7.350815014	0.006936101
7.350923801	0.006924892
7.351032002	0.006914384
7.351139227	0.006905277
7.35124567	0.006896871
7.351350942	0.006890566
7.351455432	0.006885662
7.351558751	0.006882159
7.351661093	0.006880758
7.351737068	0.006880058
7.351787262	0.006880758
7.351837066	0.006882159
7.35188687	0.00688356
7.351936088	0.006885662
7.35198511	0.006888464
7.352033742	0.006891266
7.352081983	0.006894769
7.352129834	0.006899673
7.352177489	0.006904577
7.352224754	0.00690948
7.352271628	0.006915785
7.352318112	0.006922791
7.352364205	0.006929796
7.352409907	0.006937502
7.352455219	0.006946609
7.35250014	0.006955716
7.35254467	0.006965524
7.35258881	0.006976733
7.352632364	0.006987942
7.352675723	0.007000551
7.352718495	0.007013161
7.352760877	0.007027172
7.352802673	0.007041183
7.352844274	0.007056595
7.352885289	0.007072708
7.352925718	0.007089521
7.352965756	0.007107034
7.353005404	0.007125949
7.353044466	0.007145564
7.353083137	0.00716588
7.353121222	0.007186896
7.353158722	0.007208613
7.35319583	0.007231731
7.353232353	0.00725555
7.35326829	0.007280069
7.353303836	0.007305989
7.353338796	0.00733261
7.353373171	0.007360632
7.353406959	0.007389354
7.353440162	0.007418777
7.353472778	0.007449601
7.353505004	0.007481126
7.353536449	0.007514051
7.353567503	0.007547677
7.353597776	0.007582705
7.353627463	0.007619133
7.353656759	0.007656262
7.353685275	0.007694091
7.353713008	0.007733322
7.353740352	0.007773954
7.353766914	0.007815286
7.35379289	0.007858019
7.35381828	0.007902153
7.353843084	0.007947689
7.353867107	0.007993925
7.353890349	0.008041562
7.353913005	0.0080899
7.353924137	0.008115119
7.353929606	0.008127729
7.353940934	0.00815505
7.353952457	0.008185174
7.353964371	0.008218099
7.35398273	0.008272041
7.354008316	0.008351904
7.354034878	0.008442274
7.354062611	0.008541751
7.354091322	0.008650336
7.354121204	0.008768728
7.354152063	0.008896227
7.354184094	0.009032133
7.354217101	0.009177146
7.354250889	0.009330566
7.35428585	0.009492392
7.354321591	0.009662624
7.354358309	0.009840563
7.354395809	0.010026908
7.354434284	0.010220959
7.354473737	0.010422016
7.354513775	0.010630778
7.35455479	0.010846546
7.354617679	0.011184209
7.354704006	0.011657077
7.354793458	0.012156566
7.354885253	0.012679874
7.354979782	0.013227
7.355076656	0.013795843
7.355175482	0.014385002
7.355276457	0.014993776
7.355378994	0.015620063
7.355483289	0.016263164
7.355589146	0.016921677
7.355696175	0.0175935
7.355804377	0.018277933
7.355913554	0.018973575
7.356023513	0.019679024
7.356134058	0.02039288
7.356244994	0.021113741
7.356356124	0.021840908
7.356467451	0.022572277
7.356578581	0.023306449
7.356744789	0.024411209
7.356964707	0.025882355
7.357180914	0.027342291
7.357392434	0.028779811
7.357597899	0.030183704
7.357795551	0.031544163
7.357984415	0.032850681
7.358163123	0.034091347
7.358329917	0.035256354
7.358555303	0.036838186
7.358802174	0.038581143
7.359035177	0.040237933
7.359082833	0.040579099
7.365179402	0.039725835
7.369400223	0.018794936
7.369406864	0.018783727
7.369441824	0.018730485
7.369480691	0.01867234
7.369531471	0.018600184
7.369576978	0.018537135
7.369610962	0.018491599
7.369647484	0.018443962
7.369686741	0.018394224
7.369728538	0.018341683
7.369772873	0.018288441
7.369819552	0.018233098
7.369868574	0.018177054
7.36991994	0.01812031
7.36997365	0.018062866
7.370029509	0.01800472
7.37008732	0.017946575
7.37014728	0.01788913
7.370209388	0.017832386
7.370257044	0.017789653
7.370289465	0.017761631
7.370322277	0.01773431
7.370355675	0.017706988
7.370389463	0.017679667
7.370423642	0.017653747
7.370458212	0.017627126
7.370493367	0.017601907
7.370528718	0.017576687
7.370564655	0.017551467
7.370600983	0.017527649
7.370637505	0.017504531
7.370674614	0.017481413
7.370711918	0.017458995
7.370749808	0.017437278
7.370787893	0.017416963
7.370826369	0.017396647
7.370865236	0.017377732
7.370904297	0.017359518
7.37094375	0.017342004
7.370983593	0.017325191
7.371023631	0.017309079
7.37106406	0.017294367
7.371104684	0.017281057
7.371145699	0.017268447
7.371186909	0.017256538
7.371228315	0.017246029
7.371270111	0.017236922
7.371312103	0.017228516
7.371354485	0.01722151
7.371396867	0.017215906
7.371439639	0.017211703
7.371482607	0.0172082
7.371525771	0.017206799
7.371569129	0.017206098
7.371612683	0.017207499
7.371656432	0.017209601
7.371700181	0.017213804
7.371744321	0.017219409
7.371788656	0.017226414
7.371832992	0.017234821
7.371877522	0.017245329
7.371922248	0.017257238
7.371966973	0.017270549
7.372011895	0.017285961
7.372057011	0.017302774
7.372102127	0.017321688
7.372147439	0.017342705
7.372192751	0.017365122
7.372238062	0.017389641
7.372283569	0.017416262
7.372329272	0.017444284
7.372374779	0.017474407
7.372420481	0.017506632
7.372466183	0.01754166
7.372511885	0.017578088
7.372557783	0.017616618
7.372603485	0.01765725
7.372649188	0.017700684
7.372695085	0.017745518
7.372740788	0.017793156
7.372786685	0.017842894
7.372832387	0.017895435
7.37287809	0.017950078
7.372923792	0.018006822
7.372969494	0.018066368
7.373015001	0.018128016
7.373060508	0.018192466
7.373106015	0.018259018
7.373151327	0.018329073
7.373196639	0.018401229
7.373241755	0.018475487
7.373286871	0.018553247
7.373331792	0.01863311
7.373376713	0.018716475
7.373421439	0.018801941
7.37346597	0.01889021
7.3735105	0.018981981
7.373554835	0.019075854
7.373598975	0.01917323
7.37362085	0.019222969
7.37364292	0.019273408
7.373687255	0.01937849
7.373731785	0.019488476
7.373776901	0.019603365
7.373822018	0.019723158
7.373867525	0.019847155
7.373913422	0.019975355
7.373959515	0.020108458
7.374005999	0.020245765
7.374052482	0.020387276
7.374099357	0.020532989
7.374146426	0.020682205
7.374193886	0.020836325
7.374241346	0.020993948
7.374289002	0.021155073
7.374337048	0.021319702
7.374385094	0.021488533
7.374433335	0.021660867
7.374481771	0.021836704
7.374530208	0.022015343
7.374579035	0.022197485
7.374627863	0.022382429
7.37467669	0.022570876
7.374725712	0.022762125
7.37477493	0.022956877
7.374823953	0.02315373
7.374873366	0.023353385
7.374922584	0.023555843
7.374971997	0.023760402
7.37502141	0.023967764
7.375095628	0.024283009
7.375194454	0.024711042
7.375293475	0.025146782
7.375392106	0.025590227
7.375490738	0.026040678
7.375588978	0.026496733
7.375686828	0.026957692
7.375784092	0.027422854
7.375880965	0.02789222
7.375977057	0.028365088
7.376072563	0.028839357
7.376167092	0.029315728
7.376260841	0.0297928
7.376353612	0.030270572
7.376445212	0.030746943
7.376535836	0.031221913
7.376625092	0.031695481
7.376712981	0.032166248
7.376799503	0.032632811
7.376884462	0.033095872
7.376967859	0.033554029
7.377049694	0.03400588
7.37712977	0.034452128
7.377246174	0.035107138
7.377394609	0.035951295
7.377534255	0.036757623
7.377664721	0.037519116
7.377785422	0.03823017
7.377895186	0.03888588
7.377993817	0.039479943
7.378080339	0.040006053
7.378154166	0.040459306
7.378239516	0.040988218
7.3783026	0.041384026
7.378310608	0.041435866
7.385814183	0.035455309
7.390503941	0.004699259
7.403635148	0.014097077
7.422862923	0.019222969
7.448187463	0.079026438
7.464601422	0.17513848
7.471167123	0.264843334
7.480077508	0.350704293
7.482891519	0.461340045
7.486643209	0.710378372
7.489457025	0.607858439
7.49461572	0.827422014
7.495084657	0.896195267
7.495084657	0.734299199
7.503995042	0.905593085
7.505401852	0.981628894
7.515250306	0.994443974
7.521346875	0.999996497
7.561209627	0.999996497
7.568713201	0.946600918
7.578092523	0.861167992
7.582313345	0.844080986
7.582782282	0.668943206
7.58372035	0.562151347
7.587941172	0.515162957
7.592161994	0.42161351
7.599196436	0.535239891
7.599665568	0.424176806
7.600603247	0.608712404
7.604824068	0.695427329
7.6104517	0.692864734
7.613734453	0.539511818
7.614203585	0.422040843
7.615141654	0.312259056
7.617486533	0.201623304
7.623114166	0.198206043
7.628741798	0.346005735
7.633431556	0.349422996
7.637652378	0.287483563
7.63952832	0.192225486
7.641404067	0.106792559
7.646562763	0.073900546
7.652190395	0.054250945
7.65734909	0.036309975
7.664383728	0.026058192
7.669542423	0.022213598
7.677514934	0.04698909
7.688770199	0.068347322
7.700025658	0.079026438
7.703777348	0.075609177
7.70940498	0.035028677
7.715970681	0.035881941
7.735198456	0.086714925
7.751143479	0.138829206
7.754895364	0.219990206
7.766150628	0.311831023
7.772716329	0.368644564
7.779750771	0.376333051
7.782564782	0.45407749
7.79335111	0.477145053
7.806482512	0.593761362
7.813048017	0.625371377
7.814924936	0.791112039
7.820552568	0.832974537
7.82148927	0.937630433
7.827585839	0.945746253
7.827588573	0.945855538
7.827603221	0.946406166
7.827620213	0.947011438
7.827642869	0.947790444
7.827671384	0.948729175
7.827705759	0.949815021
7.827735641	0.950716623
7.827757516	0.951356221
7.827780757	0.952023841
7.827805757	0.952719483
7.827832124	0.953439643
7.827860248	0.954183623
7.82788974	0.954949319
7.827920989	0.955734631
7.827953801	0.956538857
7.827988175	0.957359196
7.828024308	0.958194946
7.828062002	0.959043307
7.828101259	0.959902876
7.828142274	0.960771553
7.828184852	0.961648636
7.828229187	0.962532024
7.82827528	0.963419615
7.828322935	0.964309308
7.828372543	0.965200402
7.828423714	0.966090795
7.828476643	0.966978386
7.828517463	0.967641102
7.828545197	0.968081045
7.828573321	0.968519586
7.828602031	0.968956727
7.828631132	0.969391065
7.828660624	0.969823301
7.828690506	0.970253436
7.828720975	0.970680069
7.828751833	0.971104599
7.828783278	0.971525627
7.828814918	0.971943152
7.828847144	0.972357175
7.828879761	0.972767694
7.828912963	0.973174011
7.828946556	0.973576124
7.82898054	0.973973333
7.82901511	0.974366339
7.82905007	0.974754441
7.829085421	0.975136939
7.829121358	0.975514533
7.829157685	0.975886523
7.829194599	0.976252908
7.829231903	0.976612989
7.829269597	0.976966764
7.829307683	0.977314935
7.829346549	0.9776554
7.829385611	0.97798956
7.829425259	0.978316715
7.829465297	0.978636865
7.829505921	0.978948607
7.829546936	0.979253345
7.829588537	0.979550376
7.829630528	0.9798383
7.829673106	0.980118518
7.829716074	0.98039033
7.829759628	0.980653035
7.829792439	0.980843583
7.829814509	0.98096828
7.829836775	0.981090175
7.82985904	0.981210669
7.8298815	0.98132766
7.829904156	0.981442549
7.829926812	0.981555337
7.829949663	0.981666023
7.82997271	0.981773207
7.829995756	0.981878289
7.830018998	0.981981269
7.83004224	0.982081447
7.830065677	0.982178823
7.830089309	0.982273396
7.830112941	0.982365868
7.830136769	0.982454838
7.830160792	0.982541705
7.830184815	0.982625771
7.830209033	0.982707034
7.830233447	0.982786196
7.830257861	0.982861855
7.830282274	0.982934711
7.830307079	0.983004065
7.830331883	0.983071318
7.830356882	0.983135768
7.830381882	0.983196715
7.830407077	0.983254861
7.830432467	0.983310204
7.830457857	0.983362745
7.830483443	0.983411783
7.830509223	0.983458019
7.830535004	0.983500752
7.83056098	0.983540683
7.830586956	0.983577111
7.830606683	0.983602331
7.830619768	0.983618444
7.830632854	0.983633856
7.830646135	0.983647867
7.830659416	0.983661177
7.830672697	0.983673787
7.830685978	0.983685696
7.830699259	0.983696905
7.83071254	0.983707413
7.830726016	0.98371652
7.830739493	0.983724927
7.830752969	0.983732633
7.830766445	0.983739638
7.830779922	0.983745943
7.830793398	0.983750847
7.830807069	0.98375505
7.830820741	0.983758553
7.830834217	0.983761355
7.830847889	0.983762756
7.830861756	0.983763457
7.830868592	0.983764157
7.830882263	0.983764157
7.830909997	0.983764858
7.830938122	0.983766259
7.830966246	0.98376836
7.830994761	0.983771863
7.831023472	0.983775366
7.831052378	0.98378027
7.831081674	0.983785174
7.83111097	0.983791478
7.831140657	0.983798484
7.831170539	0.983805489
7.831200812	0.983813896
7.831231085	0.983823003
7.831261749	0.983832811
7.831292412	0.983842618
7.831323466	0.983853827
7.831354716	0.983865736
7.831386161	0.983878346
7.831417801	0.983890956
7.831449636	0.983904967
7.831481667	0.983919678
7.831513893	0.98393439
7.831546314	0.983950502
7.83157893	0.983966615
7.831628344	0.983992535
7.831694749	0.984028963
7.831761935	0.984068194
7.831829707	0.984109526
7.831898261	0.98415296
7.8319674	0.984199196
7.832037125	0.984247534
7.832107632	0.984297973
7.832178529	0.984351214
7.832250207	0.984405857
7.832322276	0.984463302
7.832394736	0.984522147
7.832467977	0.984583095
7.832541608	0.984646144
7.83261563	0.984710594
7.832690043	0.984777146
7.832764846	0.984845799
7.83284004	0.984915854
7.832915625	0.98498801
7.8329916	0.985061567
7.833067966	0.985136526
7.833144527	0.985212885
7.833221283	0.985291346
7.833298235	0.985370508
7.833375577	0.985451771
7.833453115	0.985533735
7.833530653	0.985617801
7.833608386	0.985702567
7.833686314	0.985788734
7.833764438	0.985875601
7.833842561	0.98596387
7.833920685	0.98605354
7.833999004	0.98614391
7.834077127	0.986234981
7.834155446	0.986327453
7.83423357	0.986419925
7.834311693	0.986513798
7.834389817	0.986608372
7.834467745	0.986704347
7.834545673	0.986800321
7.834662078	0.986945334
7.834816958	0.987140086
7.834970666	0.98733764
7.835123397	0.987535894
7.835274762	0.98773555
7.835424954	0.987935205
7.835573194	0.988135561
7.835719871	0.988335917
7.835864399	0.988534872
7.836006975	0.988733827
7.836147011	0.98893068
7.836284509	0.989126133
7.836419272	0.989319483
7.836551301	0.989510031
7.83668001	0.989697778
7.836805593	0.989882021
7.836927661	0.990062762
7.837046214	0.990239299
7.83716086	0.990410933
7.837271405	0.990578363
7.837378044	0.990740189
7.837479995	0.990896411
7.837624719	0.991119185
7.837800497	0.991393098
7.837955572	0.991636888
7.838088382	0.991847752
7.83819756	0.992022888
7.838281543	0.992158794
7.838357518	0.992282791
7.838372362	0.99230731
7.839309063	0.999995797
7.960304129	0.999995797
7.96311775	0.978210933
7.973904273	0.964541889
7.978124899	0.94531892
7.982345721	0.897476565
7.996883738	0.885515451
8.00251137	0.848779545
8.005324991	0.814178901
8.01282837	0.823576719
8.016111513	0.850060842
8.018455025	0.901748492
8.029710094	0.905592385
8.035338117	0.926523984
8.043310433	0.925242686
8.04424733	0.76847251
8.048467956	0.669797171
8.052220037	0.604867811
8.057847669	0.496367321
8.066289117	0.49465799
8.067695927	0.595469292
8.069102737	0.715502862
8.069572846	0.850060142
8.069867763	0.942106218
8.07119352	0.866894951
8.074510256	0.947543152
8.078821115	0.939690037
8.08213629	0.805880939
8.082800731	0.867801457
8.089763104	0.798329059
8.091753302	0.777185895
8.095069843	0.730971608
8.100043776	0.727649621
8.104354636	0.8424291
8.107671177	0.843335605
8.110656474	0.788966268
8.114967333	0.783529334
8.118283484	0.694423448
8.121268781	0.672675713
8.123589833	0.526785007
8.127900692	0.516816945
8.129226449	0.425899448
8.136190385	0.413817139
8.138180778	0.27698729
8.146471253	0.255542191
8.14779701	0.199662477
8.153765847	0.191506726
8.155425582	0.162509746
8.162721153	0.145595075
8.167032012	0.14529384
8.170679602	0.168853887
8.172336017	0.226545911
8.179300148	0.23288865
8.186927353	0.223525159
8.18825311	0.163416953
8.19256397	0.158583889
8.192597563	0.158333094
8.19283955	0.156513077
8.193139545	0.154247513
8.193379775	0.152427495
8.19364188	0.150433743
8.193916875	0.148330005
8.194196362	0.146180731
8.19440378	0.144576482
8.194538738	0.143526364
8.194669791	0.142500065
8.19479596	0.141505991
8.19491627	0.140552548
8.195029354	0.139646743
8.195134235	0.138797682
8.195229937	0.138013071
8.195315091	0.137299915
8.195371536	0.13681724
8.195405324	0.13652231
8.195435988	0.136249798
8.195463331	0.136001104
8.195486963	0.135776229
8.195507275	0.135577274
8.195523681	0.13540494
8.195536181	0.135259927
8.195542822	0.135169557
8.195545947	0.135118417
8.195548095	0.135074983
8.195549267	0.135039255
8.195549462	0.135016838
8.195549462	0.135023843
8.195550243	0.135001426
8.195551611	0.134985313
8.195553759	0.134967799
8.195558446	0.134939778
8.195566845	0.134898445
8.195578173	0.13485291
8.195592235	0.134803171
8.195608836	0.13474993
8.195628172	0.134692485
8.195650046	0.134630837
8.19567446	0.134565686
8.195701217	0.134497033
8.195730514	0.134424176
8.195762349	0.134347817
8.195796333	0.134268655
8.19583266	0.13418529
8.195871331	0.134099123
8.195912151	0.134008753
8.195954923	0.133916281
8.19600004	0.133819605
8.196047305	0.133720828
8.196121717	0.133566008
8.196227965	0.133349539
8.196341635	0.133122563
8.196462336	0.132885078
8.196589873	0.132637785
8.19672366	0.132380685
8.196863696	0.132115178
8.197009201	0.131841965
8.19715998	0.131561047
8.197315641	0.131272422
8.19747599	0.130978193
8.19764044	0.130678359
8.197808796	0.130372921
8.197980473	0.13006258
8.198155469	0.129748735
8.198333005	0.129430688
8.198512885	0.129110538
8.198694913	0.128787587
8.198878503	0.128463234
8.199063461	0.128137481
8.199342362	0.127647799
8.199715207	0.126996993
8.20008688	0.12635179
8.200453865	0.125717096
8.20081382	0.125097113
8.201163423	0.124497446
8.20149994	0.123922298
8.201820442	0.123375873
8.202121999	0.122863073
8.202532343	0.122168132
8.202986046	0.121402436
8.20341885	0.12067527
8.203508302	0.120525353
8.210472042	0.238930155
8.212792899	0.239535426
8.216440879	0.142878359
8.218100419	0.115995626
8.223737817	0.119016378
8.228049067	0.140462178
8.235012612	0.152241851
8.2406504	0.140462178
8.246287602	0.125661753
8.249935192	0.114183315
8.256899323	0.121735195
8.258555739	0.162511848
8.266514578	0.170063028
8.268835435	0.140160243
8.272814659	0.129890246
8.275466173	0.086394776
8.282430305	0.080353271
8.283425404	0.032931944
8.288731167	0.014808131
8.295695102	0.031420867
8.299342888	0.154960668
8.303985186	0.170364963
8.304649822	0.225942742
8.305644922	0.28846783
8.308961268	0.404153815
8.313273103	0.585988809
8.313603761	0.407173866
8.316589449	0.642775029
8.321563577	0.653648896
8.322821367	0.753736535
8.324931485	0.837674497
8.329855614	0.840878792
8.330792511	0.952582876
8.338999589	0.963902991
8.339226538	0.999997898
8.398551436	0.999997898
8.399958246	0.978639667
8.407930757	0.972018811
8.408867459	0.91349664
8.416840361	0.902177225
8.418247171	0.847713314
8.423388289	0.722646325
8.423388289	0.725766554
8.423389461	0.728657706
8.423389851	0.71932714
8.423391414	0.731289655
8.423393172	0.715837723
8.423394148	0.733634381
8.423396882	0.713126612
8.423397078	0.73566176
8.423400203	0.711281375
8.423401375	0.738042914
8.423404109	0.709410218
8.423405281	0.739832808
8.423405867	0.740067491
8.423408601	0.707516643
8.423413874	0.705604855
8.423419734	0.703677654
8.423426374	0.701739244
8.423433991	0.699793829
8.423442194	0.697844211
8.423451374	0.695894593
8.42346153	0.693947777
8.423472662	0.692008667
8.423484576	0.690080766
8.423497662	0.688166876
8.423511724	0.686271199
8.423526958	0.68439724
8.423543169	0.682549201
8.423560747	0.680730585
8.423579496	0.678944894
8.423599418	0.677194932
8.423620511	0.675486301
8.423643167	0.673821104
8.42366094	0.672603556
8.423673245	0.671807737
8.423685744	0.671024527
8.42369883	0.670254627
8.423712111	0.669499439
8.423725783	0.668758262
8.42374004	0.668031796
8.423754493	0.667321443
8.423769141	0.666625802
8.423784375	0.665947673
8.4238	0.665285658
8.423816015	0.664640456
8.423832421	0.664013467
8.423849218	0.663404693
8.423866405	0.662814133
8.423883983	0.662242488
8.423901951	0.661691159
8.423920506	0.661159445
8.423939255	0.660647346
8.423958591	0.660156964
8.423978317	0.659687599
8.423998434	0.659240651
8.424019137	0.65881542
8.424040035	0.658413306
8.424061519	0.658033611
8.424083589	0.657678434
8.424100385	0.657427639
8.42410937	0.83404427
8.424111713	0.657267915
8.424123041	0.657114495
8.424134564	0.65696738
8.424146283	0.65682587
8.424158197	0.656691366
8.424169915	0.656563166
8.424182024	0.656441271
8.424194134	0.656326381
8.424206438	0.656217797
8.424218938	0.656115517
8.424231438	0.656020243
8.424243937	0.655931974
8.424256828	0.65585001
8.424269718	0.655775052
8.424282609	0.655707099
8.42429589	0.655646152
8.424308975	0.65559221
8.424319131	0.655556482
8.424325772	0.655534765
8.424332608	0.655514449
8.424339248	0.655496935
8.424342764	0.655488529
8.424356631	0.655454903
8.424385341	0.655381345
8.424415223	0.655300082
8.424446277	0.655210412
8.424478308	0.655113037
8.424511511	0.655007955
8.424545885	0.654895167
8.424581236	0.654774673
8.424617563	0.654647174
8.424655063	0.654512669
8.424693539	0.654370458
8.424732796	0.654221943
8.424773225	0.654066422
8.424814435	0.653904596
8.424856622	0.653735764
8.42489959	0.653560628
8.424943534	0.653379186
8.42498826	0.653192141
8.425033767	0.65299879
8.425080055	0.652799835
8.425151147	0.652490895
8.425248216	0.652059359
8.425348214	0.651607507
8.425450556	0.65113604
8.425555632	0.650646358
8.425662662	0.650139163
8.425772035	0.649615155
8.42588297	0.649076436
8.425995859	0.648523705
8.42611031	0.647957665
8.426225933	0.647379715
8.426342727	0.646791256
8.426460694	0.646193691
8.426579442	0.645587019
8.426698776	0.64497264
8.4268185	0.644352657
8.426938615	0.64372707
8.427058925	0.64309798
8.42717904	0.642465388
8.42729896	0.641830694
8.427478058	0.640878652
8.427714187	0.639612066
8.427946409	0.63835879
8.428172772	0.63712653
8.428392495	0.635925095
8.428603624	0.634762189
8.428804792	0.633647621
8.428995023	0.632590498
8.429172559	0.631598526
8.429335837	0.630681512
8.429483881	0.629847863
8.429673526	0.628773926
8.429920006	0.627370734
8.429970396	0.627082109
8.432550622	0.557880822
8.434894134	0.542929779
8.436300945	0.466681004
8.437707755	0.310765493
8.442162948	0.303289972
8.442182283	0.303340411
8.442330523	0.303725011
8.442527199	0.30423781
8.442694188	0.304676351
8.442886763	0.305183546
8.443102384	0.305755192
8.443338707	0.306384281
8.443592804	0.307065212
8.443862331	0.307792378
8.444144747	0.308558775
8.444363298	0.30915634
8.444511733	0.309564058
8.44466173	0.30997808
8.44481329	0.310398407
8.444966022	0.310823638
8.445119534	0.311253073
8.445273438	0.31168601
8.445427537	0.312121749
8.445581245	0.31255959
8.445734758	0.312998832
8.445887294	0.313438775
8.446038658	0.313878717
8.44618846	0.314317259
8.4463367	0.3147551
8.446482596	0.315189438
8.446626343	0.315621675
8.446767161	0.316049007
8.446904854	0.316472137
8.447039226	0.316890363
8.447169692	0.317301583
8.447296253	0.317706498
8.447418516	0.318103707
8.447507186	0.318395835
8.447564607	0.318588485
8.447620856	0.318778333
8.447675738	0.318965378
8.447729448	0.319150322
8.447781595	0.319332464
8.447832376	0.319512504
8.447881594	0.319689042
8.447929444	0.319862777
8.447975537	0.32003371
8.448020263	0.320201841
8.448063231	0.320366469
8.448104441	0.320527595
8.448144089	0.320685918
8.448181979	0.320840739
8.448217916	0.320991356
8.448252095	0.321139171
8.448284516	0.321282783
8.448314789	0.321422892
8.448343304	0.321558798
8.448369671	0.3216905
8.448394084	0.3218187
8.448409709	0.326616736
8.448409709	0.32627417
8.448410295	0.326974015
8.448410295	0.325947715
8.448411662	0.325636673
8.448412248	0.327537253
8.44841342	0.325341744
8.448415959	0.325063627
8.448416545	0.321941996
8.448416935	0.328339378
8.448419084	0.324802324
8.44842299	0.324557833
8.448423771	0.329195444
8.448427482	0.324330856
8.44843256	0.330104052
8.44843256	0.324121393
8.448436662	0.322061089
8.448438419	0.323930845
8.448443497	0.331061698
8.44844506	0.32375781
