Ln-nm	rel.Emission
9.086516273	0.815820459
9.08657467	0.823231807
9.086591662	0.823559462
9.086626818	0.824208431
9.08666295	0.824848944
9.086700449	0.825479592
9.08673912	0.826100375
9.086769002	0.826559092
9.086789315	0.826862085
9.086810017	0.827161555
9.086830915	0.827458206
9.086852399	0.827752039
9.086874274	0.828042349
9.086896539	0.82832984
9.086919195	0.828614512
9.086942241	0.828895661
9.086965679	0.829173287
9.086989506	0.82944739
9.08701392	0.829718675
9.087038724	0.829985731
9.087063919	0.830249265
9.0870897	0.830509275
9.087115871	0.830765762
9.087142628	0.831018021
9.087169776	0.831266052
9.08719751	0.831510561
9.087225635	0.831750841
9.087254345	0.831986894
9.087283642	0.832218719
9.087313524	0.832446316
9.087343992	0.832669685
9.087374851	0.832888122
9.087406491	0.833102331
9.087438522	0.833312312
9.087471138	0.833516656
9.087504536	0.833716772
9.087538324	0.833912661
9.087572894	0.834102912
9.08760805	0.834288231
9.087643987	0.834468617
9.087680314	0.834644071
9.087717423	0.834813888
9.087755117	0.834978773
9.087793593	0.835138725
9.08783285	0.835292335
9.087862537	0.835404372
9.087882654	0.835477654
9.087902966	0.835548822
9.087923474	0.835619286
9.087943981	0.835687635
9.087964879	0.835754576
9.087985777	0.835820811
9.088007066	0.835884933
9.088028355	0.83594835
9.088049839	0.836009653
9.088071518	0.836069547
9.088093588	0.836128032
9.088115658	0.836185108
9.088137923	0.836240774
9.088160383	0.836294326
9.088183039	0.836347174
9.08820589	0.836397907
9.088228937	0.836447232
9.088252179	0.836495147
9.088275616	0.836541653
9.088299248	0.836586749
9.088323076	0.836629732
9.088347294	0.836671306
9.088371512	0.83671147
9.088395926	0.83674952
9.088420535	0.836786866
9.088445339	0.836822097
9.088470534	0.836855215
9.088495729	0.836887628
9.088521314	0.836917928
9.0885469	0.836946113
9.088572876	0.836973594
9.088599047	0.836998961
9.088625219	0.837022214
9.088651781	0.837044057
9.088678538	0.837064492
9.088705491	0.837082812
9.088732834	0.837099723
9.088760177	0.837114521
9.088787716	0.837127909
9.088815645	0.837139888
9.088843769	0.837149752
9.088872089	0.837157503
9.088900604	0.837163845
9.088929315	0.837168073
9.08895822	0.837170892
9.088987517	0.837171596
9.089016813	0.837170892
9.0890465	0.837168073
9.089076382	0.837163845
9.089106655	0.837157503
9.089136928	0.837149048
9.089167592	0.837138478
9.08919845	0.8371265
9.089229505	0.837113111
9.089260754	0.837096905
9.089292199	0.837079289
9.089324034	0.837059559
9.089356065	0.83703842
9.089388486	0.837015167
9.089420907	0.8369898
9.089453719	0.83696232
9.089486726	0.83693343
9.089519929	0.836901721
9.089553522	0.836868603
9.089587311	0.836833372
9.089621294	0.83679673
9.089655473	0.836757271
9.089690043	0.836716402
9.089724808	0.836672715
9.089759768	0.836627618
9.089795119	0.836580408
9.089830666	0.836531083
9.089866407	0.836480349
9.089902539	0.836426797
9.089938867	0.836371131
9.089975389	0.836313351
9.090012303	0.836254162
9.090049412	0.836192154
9.090086911	0.836128737
9.090124605	0.836062501
9.090162495	0.835994152
9.090200581	0.835924393
9.090239057	0.835851815
9.090277923	0.835777124
9.090316789	0.835700319
9.090356242	0.8356214
9.090395694	0.835540367
9.090435537	0.83545722
9.090475771	0.835371959
9.0905162	0.83528388
9.090556824	0.835194391
9.090597839	0.835102084
9.090639049	0.835007663
9.09068065	0.834911128
9.090722446	0.834812479
9.090764438	0.834711012
9.09080682	0.834608135
9.090849592	0.83450244
9.09089256	0.834393926
9.090935724	0.834284003
9.090979473	0.834171261
9.091023222	0.834056406
9.091067362	0.833938732
9.091111892	0.833819649
9.091156618	0.833697747
9.091201539	0.833573027
9.091247046	0.833446192
9.091315599	0.833251713
9.091407981	0.832984657
9.091501729	0.83270703
9.091596649	0.832420244
9.091692936	0.832122888
9.0917902	0.831816372
9.091889027	0.831499991
9.091988829	0.831173041
9.092090195	0.830836225
9.092192732	0.830489545
9.092296441	0.830132295
9.092401517	0.829764476
9.092507961	0.829386792
9.092615771	0.828998538
9.092724754	0.828599715
9.092835298	0.828190322
9.092947015	0.82777036
9.093060099	0.827339123
9.093174745	0.826897317
9.093290564	0.826444942
9.093407749	0.825981292
9.093526497	0.825506368
9.093646612	0.825020875
9.093768094	0.824524107
9.093890943	0.824015361
9.094015355	0.823496045
9.094078049	0.823231807
9.108147129	0.763079254
9.108193027	0.762939736
9.108284627	0.762662815
9.108376422	0.762388712
9.108467827	0.762118132
9.108559231	0.761849666
9.108650636	0.761584019
9.108741845	0.761321895
9.108832859	0.761062589
9.108923873	0.760806807
9.109014692	0.760553843
9.10910551	0.760304402
9.109196134	0.76005778
9.109286562	0.759814681
9.10937699	0.759575105
9.109467223	0.759339053
9.109557455	0.759105819
9.109647297	0.758876812
9.109737335	0.758651329
9.109826982	0.758429369
9.109916628	0.758210932
9.11000608	0.757996019
9.110095531	0.757785333
9.110184788	0.75757817
9.110273849	0.757375236
9.110362714	0.757175824
9.11045158	0.75698064
9.11054025	0.75678898
9.110628725	0.756602251
9.110717005	0.756419046
9.110805284	0.756240069
9.110893369	0.756066024
9.110981258	0.755895503
9.111068951	0.755729209
9.11115645	0.755567848
9.111222074	0.755449469
9.111265823	0.755371959
9.111309377	0.755295859
9.111352931	0.755220463
9.111396484	0.755146476
9.111440038	0.755073194
9.111483592	0.755002026
9.111526951	0.754930858
9.111570309	0.754861804
9.111613668	0.754793454
9.111657027	0.754726514
9.111700385	0.754660278
9.111743548	0.754595452
9.111786712	0.754532034
9.111829875	0.754469322
9.111872843	0.754408723
9.111916006	0.754348829
9.111958974	0.75428964
9.112001942	0.754232565
9.11204491	0.754176194
9.112087683	0.754121232
9.112130651	0.754066976
9.112173423	0.754014833
9.112216001	0.753963394
9.112258773	0.753913365
9.112301351	0.753864745
9.112343928	0.75381683
9.112386505	0.753771029
9.112429083	0.753725932
9.112471465	0.753682245
9.112514042	0.753639967
9.112556424	0.753599098
9.112598611	0.753559639
9.112640993	0.753520884
9.11268318	0.753484243
9.112725366	0.753448306
9.112767553	0.753413779
9.112809545	0.753380661
9.112851536	0.753348953
9.112893527	0.753318653
9.112935519	0.753289763
9.11297751	0.753262283
9.113019306	0.753236211
9.113061103	0.753210844
9.113102703	0.753187591
9.113144499	0.753165748
9.1131861	0.753144609
9.113227701	0.753125584
9.113269302	0.753107968
9.113310707	0.753091056
9.113352113	0.753076259
9.113393518	0.753062871
9.113434924	0.753050892
9.113476134	0.753040323
9.113517344	0.753030458
9.113558554	0.753022707
9.113599765	0.753016365
9.11364078	0.753012137
9.113681794	0.753008614
9.113722809	0.7530065
9.113763629	0.7530065
9.113804644	0.753007205
9.113845463	0.753010023
9.113886088	0.753014251
9.113926907	0.753019888
9.113967531	0.753026935
9.114008156	0.75303539
9.114048585	0.75304596
9.114089014	0.753057234
9.114129443	0.753070622
9.114169871	0.753085419
9.1142103	0.753101626
9.114250534	0.753119946
9.114290572	0.753139676
9.114330806	0.753160815
9.114370844	0.753183364
9.114410883	0.753207321
9.114450921	0.753233393
9.114490764	0.753260873
9.114530607	0.753289763
9.11457045	0.753320767
9.114610293	0.753353181
9.114649941	0.753387003
9.114689589	0.753422235
9.114729041	0.75345958
9.114768689	0.753498335
9.114808141	0.753539204
9.114847398	0.753581482
9.114886851	0.75362517
9.114926108	0.753670971
9.114965365	0.753718181
9.115004427	0.753766801
9.115043488	0.753817535
9.11508255	0.753869678
9.115121612	0.753923935
9.115160478	0.753979601
9.115199345	0.754036676
9.115238016	0.754095866
9.115276883	0.754156464
9.115315554	0.754219177
9.11535403	0.754283298
9.115392701	0.754349534
9.115431177	0.754417179
9.115469457	0.754486938
9.115507933	0.754558106
9.115546214	0.754631388
9.115584299	0.754706079
9.115622579	0.754782884
9.115660665	0.754861099
9.115698555	0.754941427
9.11573664	0.75502387
9.11577453	0.755107721
9.11581242	0.755193686
9.115850114	0.755281061
9.115887809	0.755369845
9.115925504	0.755461448
9.115963003	0.755554459
9.116000502	0.755649585
9.116038002	0.75574612
9.116075306	0.755844769
9.11611261	0.755944827
9.116149914	0.756046999
9.116187022	0.756151285
9.116224131	0.756257685
9.11626124	0.756365494
9.116298153	0.756475417
9.116335066	0.756587454
9.11637198	0.7567009
9.116408698	0.75681646
9.116445416	0.756934134
9.116481939	0.757053218
9.116518462	0.757175119
9.116554984	0.75729843
9.116591507	0.757423151
9.116627835	0.75755069
9.116664162	0.757679638
9.116700294	0.7578107
9.116736426	0.757943876
9.116772559	0.758079166
9.116808495	0.758216569
9.116844432	0.758355383
9.116880369	0.758496309
9.116916111	0.75863935
9.116951852	0.758784505
9.116987398	0.758931774
9.117022945	0.759081156
9.117058491	0.759231948
9.117093842	0.759385559
9.117129193	0.759540578
9.117164544	0.759697712
9.117217277	0.759937992
9.117287393	0.760264943
9.117357118	0.760599644
9.117426648	0.760943506
9.117495983	0.761295823
9.117564732	0.761655892
9.11763348	0.76202512
9.117701643	0.762402804
9.117769611	0.762788944
9.117837383	0.76318354
9.117904765	0.763587295
9.117971755	0.763999507
9.118038551	0.764420878
9.118104956	0.764850706
9.118170971	0.765289693
9.11823679	0.765737136
9.118302218	0.766194444
9.118367451	0.766660208
9.118432099	0.767135131
9.11846452	0.767376116
9.118525066	0.772478377
9.118644595	0.782682897
9.118762757	0.792886712
9.118879551	0.803091233
9.119053572	0.818398013
9.119227006	0.833704793
9.11934302	0.843909314
9.119401222	0.849011574
9.122683779	0.861041802
9.125966923	0.873072736
9.128077236	0.871998168
9.131242803	0.870386668
9.133353116	0.869312805
9.134408371	0.868775873
9.140036003	0.663398101
9.143787692	0.525906953
9.143830074	0.525501083
9.144037493	0.523522469
9.144257606	0.52143675
9.144458774	0.519539874
9.144607795	0.518140469
9.144767557	0.516648053
9.1449365	0.515074603
9.14511384	0.5134321
9.145297821	0.51173393
9.145487857	0.509992073
9.145682189	0.508219212
9.145880037	0.506426621
9.146080034	0.504628393
9.146280811	0.502836507
9.146481589	0.501062237
9.146631195	0.499751616
9.146730022	0.498889848
9.146828457	0.498040058
9.146925721	0.497203657
9.147022204	0.496381348
9.147117319	0.495575246
9.147211068	0.494787465
9.147303449	0.494018708
9.147394072	0.493271091
9.147482938	0.492546021
9.14756985	0.49184491
9.14765481	0.49116987
9.147737425	0.490520901
9.147817502	0.489901527
9.147895235	0.489312453
9.147970234	0.488754382
9.148042303	0.488230134
9.148111442	0.487741117
9.148161246	0.48739796
9.148193472	0.487180933
9.148224721	0.48697377
9.148255385	0.486775768
9.148284876	0.486588335
9.148313587	0.486410767
9.148341516	0.486243768
9.148368469	0.486087339
9.148394445	0.48594148
9.148419444	0.485806895
9.148443272	0.485683584
9.148466318	0.485570842
9.148477451	0.485519404
9.148483115	0.485494037
9.148495029	0.485443303
9.148508114	0.485391865
9.148522177	0.485339722
9.148537215	0.485286874
9.148553231	0.485234027
9.148570223	0.485180475
9.148588191	0.485126218
9.148607136	0.485071961
9.148627058	0.485016999
9.148647956	0.484961333
9.14866983	0.484904962
9.148692486	0.484848592
9.148716118	0.484791516
9.148740727	0.484734441
9.148766313	0.484675956
9.14879268	0.484617471
9.148820023	0.484558987
9.148848147	0.484499797
9.148877248	0.484439903
9.148907131	0.484379305
9.148937794	0.484318706
9.148969434	0.484258108
9.149001855	0.484196804
9.149035253	0.484134797
9.149069432	0.484072084
9.14912197	0.483978368
9.149195211	0.483850829
9.149271382	0.483722585
9.149350677	0.483592933
9.149433098	0.483461166
9.149518448	0.483328694
9.149606532	0.483194109
9.149697546	0.483058819
9.149791294	0.48292212
9.149887777	0.482784716
9.149986798	0.482645199
9.150088359	0.482504976
9.150192263	0.48236405
9.150298707	0.482221713
9.150407689	0.482078672
9.150518625	0.481934927
9.150631904	0.481789772
9.150747527	0.481643913
9.150864908	0.481497349
9.150984437	0.48135008
9.151105919	0.481202107
9.151229354	0.481053429
9.151354352	0.480904751
9.151481303	0.480754664
9.151609816	0.480604577
9.151740087	0.480453785
9.151871725	0.480302993
9.152004926	0.480151496
9.152139494	0.479999295
9.152275429	0.479847799
9.152412731	0.479695598
9.15255101	0.479542692
9.152690656	0.479390491
9.152831278	0.479237585
9.152972877	0.479085384
9.153115453	0.478932478
9.153258809	0.478779573
9.153402947	0.478627372
9.153548062	0.47847517
9.153693567	0.478322969
9.153839853	0.478171473
9.15398653	0.478019976
9.154133793	0.47786848
9.154281447	0.477717688
9.154429296	0.477566896
9.154577535	0.477417514
9.15472597	0.477268131
9.154948818	0.477044762
9.155245883	0.476750225
9.155542752	0.476457801
9.155838645	0.476169606
9.15613278	0.475884229
9.156425158	0.475603784
9.156714801	0.475326862
9.157001515	0.475055578
9.157284517	0.474789226
9.157563223	0.474527807
9.157837437	0.474273434
9.158106182	0.474024697
9.158369263	0.473783008
9.158626095	0.473548364
9.158875895	0.473320767
9.159118468	0.473100921
9.159353034	0.472889531
9.159579007	0.472687301
9.15979619	0.472493526
9.160003609	0.472308912
9.160295986	0.472050311
9.160647152	0.471741681
9.160950662	0.471476738
9.161201829	0.471259006
9.161396747	0.471091303
9.161573697	0.470940511
9.161608853	0.470910917
9.163016054	0.478644283
9.165829675	0.494112424
9.16723629	0.501845791
9.167587846	0.504853876
9.168291349	0.510869343
9.168995047	0.516884105
9.169698549	0.522899572
9.17004991	0.525906953
9.178491358	0.533211197
9.186933002	0.54051544
9.188809921	0.643633801
9.201940737	0.878228548
9.201940737	0.658242289
9.201999915	0.878235595
9.202296785	0.878276463
9.202531156	0.878309581
9.202716895	0.878337062
9.202925094	0.878368771
9.203154582	0.878404002
9.203404187	0.878444167
9.203672932	0.878487854
9.203959841	0.878535769
9.204263937	0.878588617
9.204583853	0.878644987
9.204919003	0.878706291
9.20517935	0.87875491
9.205357276	0.878788733
9.205538132	0.878823965
9.205722113	0.878859901
9.205908829	0.878897247
9.206098474	0.878935297
9.206290658	0.878974756
9.206485381	0.879014921
9.206682447	0.879057199
9.206881858	0.879099477
9.207083221	0.879143869
9.207286538	0.879188965
9.207491808	0.879235471
9.20769864	0.879282682
9.20790723	0.879331302
9.208117187	0.879381331
9.208328316	0.879432064
9.208540812	0.879484207
9.208754285	0.87953776
9.208968539	0.879592016
9.209183769	0.879647683
9.209399586	0.879704758
9.209615988	0.879763243
9.209832586	0.879822432
9.210049769	0.879883031
9.210266757	0.879944334
9.210483941	0.880007751
9.210700929	0.880071873
9.210917527	0.880137404
9.211133929	0.880204344
9.211349745	0.880271989
9.211564781	0.880341043
9.21177923	0.880411507
9.211992507	0.880483379
9.212205003	0.880556661
9.212416132	0.880630648
9.212625894	0.880706749
9.212834289	0.880783554
9.213041121	0.880861768
9.213246195	0.880940687
9.213398927	0.881001286
9.213500097	0.881042155
9.213600681	0.881083024
9.213700875	0.881124597
9.213800287	0.88116617
9.213899308	0.881207744
9.213997939	0.881250022
9.214095789	0.881293005
9.214193053	0.881335987
9.214289731	0.88137897
9.214385823	0.881422658
9.214481134	0.88146705
9.214575859	0.881511442
9.214669802	0.881555833
9.21476316	0.88160093
9.214855736	0.881646027
9.214947727	0.881691828
9.215038741	0.881737629
9.215129169	0.881784135
9.215218816	0.881830641
9.215307486	0.881877852
9.21539557	0.881925062
9.215482678	0.881972273
9.215569005	0.882020188
9.215654355	0.882068808
9.215738923	0.882117427
9.215822516	0.882166752
9.215905327	0.882216076
9.215987161	0.882265401
9.216068019	0.88231543
9.2161479	0.882366163
9.216226805	0.882416897
9.216304733	0.882467631
9.216344186	0.906909296
9.216344186	0.906413233
9.216344772	0.907410291
9.216344772	0.905921398
9.216346139	0.905434495
9.216346334	0.907915514
9.216348092	0.904951821
9.216348287	0.90842567
9.216351022	0.908939349
9.216351022	0.904474783
9.216354342	0.90945796
9.216354342	0.904001973
9.216358443	0.909980799
9.216358639	0.903534096
9.216363131	0.910507161
9.216363521	0.903071855
9.216368404	0.911037751
9.216369381	0.902614547
9.216374263	0.911572569
9.216375631	0.902162172
9.216380904	0.91211091
9.216381685	0.882519069
9.216382857	0.901715433
9.216387935	0.912653478
9.216390865	0.901274332
9.216395747	0.91319957
9.216399654	0.900838163
9.216404146	0.91374989
9.216409028	0.900407631
9.21641313	0.914303028
9.21641938	0.899982736
9.216427583	0.91513943
9.216430317	0.899563479
9.216442231	0.899149154
9.216449067	0.916266845
9.216454926	0.898741875
9.21645766	0.882570508
9.216468402	0.898339528
9.216472504	0.917407649
9.21648266	0.897943524
9.216497699	0.897553861
9.21649848	0.918561136
9.216513714	0.897169835
9.216526214	0.919725897
9.216530511	0.89679215
9.216532464	0.88262265
9.216548088	0.896420103
9.216556291	0.920901932
9.216566643	0.896055102
9.216585978	0.895696443
9.216588322	0.922089242
9.216606095	0.895344126
9.21660629	0.882675498
9.216622306	0.923286416
9.216627189	0.89499815
9.216649258	0.894658516
9.216658047	0.924492751
9.216671914	0.894325929
9.216678945	0.882728346
9.216695742	0.925708951
9.216695742	0.894000388
9.216720351	0.893681188
9.21673539	0.926932901
9.216745936	0.893369035
9.216750624	0.882781193
9.216772303	0.893063928
9.2167766	0.928164603
9.216799842	0.892765163
9.216819373	0.929404055
9.21682113	0.882834746
9.216828161	0.892474149
9.216857262	0.892190181
9.216863903	0.930649849
9.216887535	0.891913964
9.216890465	0.882888298
9.216909996	0.931901985
9.216918785	0.891644794
9.216950815	0.89138267
9.216957651	0.933159054
9.216958628	0.882942555
9.216983823	0.891128296
9.217006674	0.934421054
9.217018002	0.890881674
9.217025619	0.882997516
9.217044173	0.890701288
9.217057064	0.935687988
9.217061751	0.890583614
9.217079915	0.890468054
9.217091633	0.883052478
9.217098078	0.890353903
9.217109016	0.93695774
9.217116633	0.890241866
9.217135382	0.890131943
9.217154327	0.890024134
9.21715628	0.883107439
9.217161944	0.938231014
9.217173663	0.889917734
9.217192999	0.889814153
9.21721292	0.889711981
9.21721624	0.939507108
9.217219756	0.883163105
9.217232842	0.889611922
9.217253154	0.889513978
9.217271708	0.940785315
9.217273661	0.889418148
9.217282059	0.883218771
9.217294364	0.889323727
9.217315457	0.889232124
9.217328348	0.942064227
9.217336746	0.889141931
9.217342996	0.883275142
9.21735823	0.889054556
9.217380105	0.888968591
9.217385964	0.943344549
9.217402174	0.888884739
9.21740276	0.883332218
9.21742444	0.888803002
9.217444557	0.94462487
9.217447096	0.888724083
9.217461353	0.883388588
9.217469947	0.888646573
9.217493188	0.888571177
9.217504126	0.945904487
9.21751643	0.888497895
9.217518579	0.883446368
9.217540258	0.888426727
9.217564086	0.888357673
9.217564476	0.947183399
9.217574437	0.883504149
9.217588304	0.888291437
9.217612718	0.888226611
9.217625803	0.948460902
9.217628928	0.883561929
9.217637522	0.888163898
9.217662521	0.888104004
9.217682247	0.883620413
9.217687716	0.888045519
9.217687911	0.949735586
9.217713302	0.887989853
9.2177342	0.883678898
9.217739082	0.887936301
9.217750606	0.951008156
9.217765254	0.887884863
9.217784589	0.883738087
9.217791621	0.887835538
9.217814081	0.952277203
9.217818183	0.887788328
9.217833807	0.883797981
9.217845135	0.887743936
9.217872283	0.887700953
9.217878142	0.953542727
9.217881463	0.883857875
9.21788615	0.887680519
9.217913298	0.887640354
9.217927751	0.883917769
9.21794279	0.954803319
9.217965836	0.887560026
9.217972477	0.883978368
9.218007828	0.956058978
9.218015835	0.884039671
9.218016226	0.887480402
9.218057827	0.884100974
9.218064272	0.887401483
9.218073256	0.957309705
9.218098256	0.884162277
9.218110169	0.88732186
9.218137122	0.884224285
9.21813927	0.958553385
9.218153723	0.887243645
9.218174621	0.884286998
9.218195129	0.887165431
9.21820548	0.959790019
9.218210363	0.88434971
9.218234191	0.887087216
9.218244737	0.884412423
9.218271104	0.887010411
9.218271885	0.961019606
9.218277549	0.88447584
9.218305869	0.886932901
9.218308603	0.884539962
9.218338095	0.884604083
9.218338486	0.886856096
9.218338681	0.962241443
9.218366024	0.88466891
9.218368954	0.886779995
9.218392391	0.884733736
9.218397274	0.886703895
