East Germany,default,53.83919014032843,12.613449806555542,,real,ID_c8890b8be9ea
Caspian_Sea,cloud-rain,38.267514581844445,17.209218327845512,,real,ID_caf8f9a8a9b8
Mediterranean_Sea,subway,67.80426991458302,26.660301445629017,,real,ID_3a29eb28e87b
