id	FileName	label	description
521263	History_of_Tibet,521263	history_of_Tibet	aspect of history
522862	Karnak_Temple_Complex,522862	Karnak_Temple_Complex	ancient Egyptian temple complex
524249	National_Museum_of_Anthropology,524249	National_Museum_of_Anthropology	national museum of Mexico
524656	History_of_Ghana,524656	history_of_Ghana	aspect of history
526016	Kinematic_pair,526016	kinematic_pair	physical system of two bodies connected to limit their relative movement
130818	Atlas,130818	Atlas	deity in Greek mythology
130825	Particle_accelerator,130825	particle_accelerator	device to propel charged particles to high speeds
130834	Francis_II,_Holy_Roman_Emperor,130834	Francis_II,_Holy_Roman_Emperor	also known as Francis I, Emperor of Austria (1768-1835)
130832	Perseus,130832	Perseus	legendary Greek hero and founder of Mycenae
3606845	Agricultural_science,3606845	agricultural_science	academic field
3624078	Sovereign_state,3624078	sovereign_state	state that has the highest authority over a territory
130998	Equivalence_relation,130998	equivalence_relation	reflexive, symmetric and transitive relation
131002	Harun_al-Rashid,131002	Harun_al-Rashid	5th Abbasid caliph (r. 786–809)
131012	Occam's_razor,131012	Occam's_razor	philosophical principle used to judge credibility of statements
188586	Kingdom_of_Sicily,188586	Kingdom_of_Sicily	former state in southern Italy, 1130–1816
188589	Tokamak,188589	tokamak	device using a magnetic field to confine a plasma in the shape of a torus with the plasma stabilized by a current
188593	Cepheid_variable,188593	Cepheid_variable	type of variable star
188631	Vulcanization,188631	vulcanization	chemical process for converting natural rubber or related polymers into more durable materials
188634	Matthias_Corvinus,188634	Matthias_Corvinus	King of Hungary and Bohemia, Duke of Austria (1443-1490)
188874	Colorectal_cancer,188874	colorectal_cancer	cancer of the colon or rectum
188872	History_of_Afghanistan,188872	history_of_Afghanistan	Afghanistan history
188883	Clement_of_Alexandria,188883	Clement_of_Alexandria	Christian theologian (c.150 – c.215)
188903	Mencius,188903	Mencius	Chinese Confucian philosopher (372–289 BC)
188969	B._B._King,188969	B._B._King	American blues guitarist, singer, and songwriter (1925–2015)
189004	College,189004	college	educational institution, varying in level from country to country
188728	Privacy,188728	privacy	ability or right of an individual or group to seclude themselves, or information about themselves
188739	Envy,188739	envy	resentful emotion that “occurs when a person lacks another’s (perceived) superior quality, achievement or possession and wishes that the other lacked it”
188737	Accipiter,188737	Accipiter	genus of birds
188740	Museum_of_Modern_Art,188740	Museum_of_Modern_Art	art museum in Manhattan in New York City, New York, United States
189325	Jet_Propulsion_Laboratory,189325	Jet_Propulsion_Laboratory	research and development center and NASA field center in California, United States
189329	Liberal_arts_education,189329	liberal_arts_education	7 free arts, still considered together the basis for a traditional academic program in Western higher education
189389	Aneurysm,189389	aneurysm	bulge in the wall of a blood vessel
189393	Rhododendron,189393	Rhododendron	genus of plants
544387	Ray_Charles,544387	Ray_Charles	American singer, pianist and songwriter (1930–2004)
545449	Iraq_War,545449	Iraq_War	2003–2011 war after an American-led invasion
545985	Fish_sauce,545985	fish_sauce	an amber-coloured liquid extracted from the fermentation of fish with sea salt
546113	Public_policy,546113	public_policy	principled guide to action taken by the administrative executive branches of the state with regard to a class of issues
5410500	Faith,5410500	faith	belief in tenets of a religion
5447188	Solution,5447188	solution	homogeneous mixture composed of only one phase
5522978	Antitheism,5522978	antitheism	opposition to theism, and usually to religion
5727732	Cymbopogon,5727732	Cymbopogon	genus of plants
3875186	Construction,3875186	construction	process of the building or assembling of a building or infrastructure
3901247	Phalacrocoracidae,3901247	Phalacrocoracidae	family of aquatic birds
3916957	Turnip,3916957	turnip	root vegetable
3962655	Opinion,3962655	opinion	judgment, viewpoint, or statement that is not conclusive; may deal with subjective matters in which there is no conclusive finding
3972943	Publishing,3972943	publishing	process of production and dissemination of literature, music, or information
559784	Serra_do_Mar,559784	Serra_do_Mar	mountain range
559789	Sian_Ka'an,559789	Sian_Ka'an	biosphere reserve
559852	Walter_Burley_Griffin,559852	Walter_Burley_Griffin	American architect and landscape architect (1876-1937)
559915	History_of_Saudi_Arabia,559915	history_of_Saudi_Arabia	aspect of history
559957	Yan_Fu,559957	Yan_Fu	Chinese translator
560198	Mongolian_Plateau,560198	Mongolian_Plateau	part of the Central Asian Plateau
560549	North_European_Plain,560549	North_European_Plain	geomorphological region in Europe iceland
4198907	Parliamentary_republic,4198907	parliamentary_republic	form of government
4323994	Traffic,4323994	traffic	movement of road users including pedestrians, ridden or herded animals, vehicles, streetcars, buses and other conveyances, either singly or together, while using the public way for purposes of travel
4394526	International_law,4394526	international_law	regulations governing international relations
4440864	Dimension,4440864	dimension	maximum number of independent directions within a mathematical space
4925193	Lie,4925193	lie	false statement made with the intent to deceive
4932206	Jurisprudence,4932206	jurisprudence	theoretical study of law, by philosophers and social scientists
4991371	Soldier,4991371	soldier	member of the armed forces
130949	Skiing,130949	skiing	recreational activity and sport using skis
130955	Acanthodii,130955	Acanthodii	class of fishes (fossil)
130958	The_Great_Sphinx,130958	The_Great_Sphinx	ancient Egyptian monumental sculpture
130964	Small_calorie,130964	small_calorie	unit of energy (4.184 J)
576104	Neonate,576104	neonate	infant in the first 28 days after birth
576338	Japanese_invasions_of_Korea,576338	Japanese_invasions_of_Korea	1592-1598 campaigns against Joseon by Toyotomi Hideyoshi which was defeated with reinforcements by Wanli Emperor of Ming
577668	Khanate_of_Bukhara,577668	Khanate_of_Bukhara	former Uzbek state (16th–18th century) in Central Asia, centered on Bukhara
578307	Hazelnut,578307	hazelnut	nut of the hazel tree, Corylus avellana
237315	Tonic_water,237315	tonic_water	carbonated soft drink in which quinine is dissolved
237660	Iranian_plateau,237660	Iranian_plateau	plateau
237800	Carassius,237800	Carassius	genus of fishes
237883	Quartzite,237883	quartzite	hard, non-foliated metamorphic rock which was originally pure quartz sandstone
237893	Film_editing,237893	film_editing	creative and a technical part of the post-production process of filmmaking
188843	Cosmopolitanism,188843	cosmopolitanism	ideology that all human beings belong to a single community, based on a shared morality
188844	Volunteering,188844	volunteering	unpaid work undertaken freely by individuals as a service to others
188854	Pycnonotidae,188854	Pycnonotidae	family of birds
188869	Field,188869	field	area of land used for agricultural purposes
237128	Mesa_Verde_National_Park,237128	Mesa_Verde_National_Park	U.S. national park in Colorado
237193	Exponential_distribution,237193	exponential_distribution	probability distribution
237200	Organometallic_chemistry,237200	organometallic_chemistry	study of chemical compounds containing at least one bond between a carbon atom of an organic compound and a metal
237276	Lilia_Podkopayeva,237276	Lilia_Podkopayeva	Ukrainian gymnast
237284	Sagittarius_A*,237284	Sagittarius_A*	the supermassive black hole at the center of the Milky Way Galaxy
130918	Dahlia,130918	Dahlia	genus of plants
130932	Placodermi,130932	Placodermi	class of fishes (fossil)
130933	Eurasian_Eagle-owl,130933	Eurasian_Eagle-owl	species of bird
235254	Michelle_Kwan,235254	Michelle_Kwan	American figure skater and diplomat
235329	History_of_Christianity,235329	history_of_Christianity	historical development of Christianity
235352	Crop,235352	crop	plant that can be grown and harvested extensively for profit or subsistence
235356	Carriage,235356	carriage	generally horse-drawn means of transport
234014	Flathead_mullet,234014	flathead_mullet	species of fish
234197	Srivijaya,234197	Srivijaya	Empire based on the island of Sumatra from 650 to around 1025
234343	Hadith,234343	hadith	collections of sayings and teachings of Muhammad (and Ahl al-Bayt for Shia Muslims)
234497	Special_forces,234497	special_forces	military units trained to conduct special operations
189072	Theatre_of_ancient_Greece,189072	theatre_of_ancient_Greece	Greek theatre
189081	Howard_Hughes,189081	Howard_Hughes	American aviator, engineer, industrialist, and film producer (1905–1976)
189112	Isomorphism,189112	isomorphism	in mathematics, invertible morphism
189147	George_Eastman,189147	George_Eastman	American entrepreneur, inventor and photographer
189155	Archimedes'_screw,189155	Archimedes'_screw	machine used for transferring water from a low-lying body of water into irrigation ditches
579324	John_Stossel,579324	John_Stossel	American consumer reporter, investigative journalist, author and libertarian columnist
579421	Soyuz,579421	Soyuz	series of spacecraft designed for the Soviet space programme
579978	Homological_algebra,579978	homological_algebra	area of mathematics
580750	Conscription,580750	conscription	compulsory enlistment into national or military service
583040	Anti-reflective_coating,583040	anti-reflective_coating	type of optical coating applied to the surface of lenses
583050	Antiretroviral_therapy_for_HIV_AIDS,583050	antiretroviral_therapy_for_HIV_AIDS	medical management of HIV/AIDS
583269	Tarot,583269	tarot	cards used for games or divination
505802	Lewis_and_Clark_Expedition,505802	Lewis_and_Clark_Expedition	American overland expedition to the Pacific coast
507234	Fatigue,507234	fatigue	weakening of a material caused by repeatedly applied loads
507246	Serialism,507246	serialism	musical method or technique of composition
508202	George_Jones,508202	George_Jones	American country musician (1931–2013)
515882	Azure_Dragon,515882	Azure_Dragon	Symbol of Chinese mythology
516992	Cloak,516992	cloak	long, loose overgarment fastening at the neck
131154	Hoe,131154	hoe	agricultural tool
131156	Utopia,131156	utopia	community or society possessing highly desirable or perfect qualities
131171	Imhotep,131171	Imhotep	Egyptian polymath, later revered as a god
131168	Tuba,131168	tuba	type of musical instrument of the brass family
235517	Beverly_Sills,235517	Beverly_Sills	American operatic soprano (1929-2007)
235539	Mount_Whitney,235539	Mount_Whitney	highest mountain in California and the contiguous United States
236326	Columba,236326	Columba	Gaelic Irish missionary monk
236371	Orchard,236371	orchard	intentional planting of trees or shrubs that is maintained for food production
236939	Christiane_Amanpour,236939	Christiane_Amanpour	English-Iranian news anchor and international correspondent
188907	Etiquette,188907	etiquette	customary code of polite behaviour
188924	Galley,188924	galley	ship mainly propelled by oars
188958	Egalitarianism,188958	egalitarianism	trend of thought that favors equality for all people
188961	Decentralization,188961	decentralization	process of redistributing or dispersing functions, powers, people or things away from a central location or authority
188966	Contract_bridge,188966	contract_bridge	card game
4461035	Minas,_Lavalleja,4461035	Minas,_Lavalleja	historical state in Mesopotamia
4466509	Ihor_Turchyn,4466509	Ihor_Turchyn	Ukrainian soviet sports coach (1936-1993)
4489420	Industrial_engineering,4489420	industrial_engineering	branch of engineering which deals with the optimization of complex processes or systems
4590598	Frost,4590598	frost	coating or deposit of ice that may form in humid air in cold conditions, usually overnight
4620674	Sex_organ,4620674	sex_organ	any anatomical part of the body involved in sexual reproduction and constituting the reproductive system in a complex organism
588120	Robert_Jarvik,588120	Robert_Jarvik	American inventor, creator of the Jarvik-7 artificial heart
588750	Puppetry,588750	puppetry	form of theatre or performance that involves the manipulation of puppets
589655	Neo-expressionism,589655	neo-expressionism	art movement
590870	Cinematography,590870	cinematography	art of creating motion picture
592289	Wheel_and_axle,592289	wheel_and_axle	simple machine which consists of a wheel attached to a smaller axle
593053	Laser_cutting,593053	laser_cutting	technology that uses a laser to cut materials
5057302	Sound_recording_process,5057302	sound_recording_process	process of electrical or mechanical inscription of sound waves
5070208	Kangaroo,5070208	kangaroo	common name for some marsupials indigenous to Australia in the family Macropodidae
5082128	Mobile_device,5082128	mobile_device	small, hand-held computing device
5122903	Kumquat,5122903	Kumquat	a group of plants
131130	Anaesthesia,131130	anaesthesia	state of medically controlled temporary loss of sensation or awareness
131133	Determinism,131133	determinism	philosophical belief that all events are determined completely by previously existing causes
131138	Joke,131138	joke	short fictional story with the intent to make people laugh
241735	Robert_Noyce,241735	Robert_Noyce	American businessman and engineer
241790	Egypt,241790	Egypt	c. 1070 BCE – c. 550 AD kingdom in Nubia, northeast Africa
242115	Five_Dynasties_and_Ten_Kingdoms_period,242115	Five_Dynasties_and_Ten_Kingdoms_period	Period of Chinese history (907–979)
5973845	National_Geographic,5973845	National_Geographic	monthly geography, history, nature, and science magazine
5982337	Colon,5982337	colon	part of large intestine
598168	Vault,598168	vault	Wikimedia compound page
600396	Fish_as_food,600396	fish_as_food	fish species used as food by humans
600524	Sokoto_Caliphate,600524	Sokoto_Caliphate	independent Islamic Caliphate, in West Africa from 1804 to 1903
600751	Prosecutor,600751	prosecutor	legal representative of the state in criminal trials
601401	Trade,601401	trade	economic branch involving the exchange of goods and services
572901	Minimalist_music,572901	minimalist_music	form of art music or other compositional practice that employs limited or minimal musical materials
573606	Ptahhotep,573606	Ptahhotep	Ancient Egyptian vizier
574355	Kapila,574355	Kapila	Vedic sage, of the Samkhya school of Hindu philosophy
574491	Bruise,574491	bruise	type of hematoma
575398	Te_Wahipounamu,575398	Te_Wahipounamu	World Heritage Site in the south west corner of the South Island of New Zealand
575516	Turan_Depression,575516	Turan_Depression	depression in Central Asia
575822	Tumucumaque_National_Park,575822	Tumucumaque_National_Park	national park of Brazil
576072	Student's_t-distribution,576072	Student's_t-distribution	probability distribution
189445	Bicameral_legislature,189445	bicameral_legislature	legislature with two chambers
189458	Academic_art,189458	academic_art	style of painting and sculpture produced under the influence of European academies of art
189520	Chemical_equilibrium,189520	chemical_equilibrium	state in which both reactants and products are present in concentrations which have no further tendency to change with time.There are no net changes in the concentrations of the reactant(s) and product(s). Such a state is known as dynamic equilibrium
189539	Loan,189539	loan	transfer of money that must be repaid
189553	Otolaryngology,189553	otolaryngology	surgical subspeciality concerned with ear, nose, and throat conditions
610961	Mexico_City_Metropolitan_Cathedral,610961	Mexico_City_Metropolitan_Cathedral	cathedral in Mexico City
611162	Oprichnina,611162	Oprichnina	policy of Ivan IV
612024	Contemporary_classical_music,612024	contemporary_classical_music	post-1945 period in classical music
613037	Temple_of_Edfu,613037	Temple_of_Edfu	ancient Egyptian temple, located on the west bank of the Nile in Edfu, Upper Egypt
613048	Algebraic_number_theory,613048	algebraic_number_theory	major branch of number theory
613707	Expressionist_music,613707	expressionist_music	western movement in music
614304	Pharmacy,614304	pharmacy	science that studies the chemical, pharmacological and pharmaceutical properties of drugs
130969	Philip_IV_of_France,130969	Philip_IV_of_France	King of France 1285-1314
130975	Robert_A._Millikan,130975	Robert_A._Millikan	American physicist
130978	Yucatan_Peninsula,130978	Yucatan_Peninsula	peninsula in Central America
189201	Chamber_music,189201	chamber_music	form of classical music composed for a small group of instruments
189262	Davis_Strait,189262	Davis_Strait	Strait lying between Canada and Greenland
189266	Eastern_Front,189266	Eastern_Front	1941–1945 World War II theater
189280	Democratic_socialism,189280	democratic_socialism	political ideology
551997	Wire,551997	wire	flexible strand or rod of metal composed of one or more strands
552828	Ty_Cobb,552828	Ty_Cobb	American baseball player (1886–1961)
553270	Social_cohesion,553270	social_cohesion	bonding between members of a group
555994	Aq_Qoyunlu,555994	Aq_Qoyunlu	Persianate, Sunni Turkoman tribal confederation from Eastern Anatolia.
556079	History_of_Palestine,556079	history_of_Palestine	Study of the past in the region of Palestine
558363	Visual_system,558363	visual_system	system of body parts responsible for sight
558800	Pacific-Antarctic_Ridge,558800	Pacific-Antarctic_Ridge	oceanic ridge at the boundary between the Pacific and Antarctic tectonic plates
559661	Liao_River,559661	Liao_River	river in the People's Republic of China
620765	Lydia,620765	Lydia	Iron Age kingdom and then province in Asia Minor
620805	Theism,620805	theism	belief in the existence of at least one deity; the opposite of atheism
620994	Standard_error,620994	standard_error	statistical property
621542	Commutative_diagram,621542	commutative_diagram	collection of maps in which all map compositions starting from the same set and ending with the same set give the same result
621550	General_topology,621550	general_topology	branch of topology dealing with general topological spaces
622188	Hells_Angels,622188	Hells_Angels	outlaw motorcycle club
560847	Jim_Simons,560847	Jim_Simons	American mathematician and hedge fund manager
561852	Willie_Mays,561852	Willie_Mays	American Hall of Fame baseball player
568251	History_of_Scandinavia,568251	history_of_Scandinavia	aspect of history
568312	Armored_warfare,568312	armored_warfare	military use of armored fighting vehicles in war
569057	Stiffness,569057	stiffness	rigidity of an object
131015	Positivism,131015	positivism	philosophy of science based on the view that information derived from scientific observation is the exclusive source of all authoritative knowledge
131013	Acropolis_of_Athens,131013	Acropolis_of_Athens	ancient citadel above the city of Athens
131018	François_Rabelais,131018	François_Rabelais	16th-century French writer and humanist
131026	Philately,131026	philately	study of stamps and postal history and other related items
131089	Geodesy,131089	geodesy	science of the geometric shape, orientation in space, and gravitational field of Earth
6481228	Louse,6481228	louse	order of insects
6495575	Injunction,6495575	injunction	legal order to stop doing something
6495741	Batoidea,6495741	Batoidea	superorder of flat-bodied cartilaginous marine fishes
131172	Welding,131172	welding	any fabrication process for joining workpieces without adding a dissimilar filler or adhesive material
131183	Cabaret,131183	cabaret	venue for a mixed variety show of music & theatrical revue
131186	Choir,131186	choir	ensemble of singers
131187	Taylor_series,131187	Taylor_series	expression of a function as an infinite sum
188822	Asian_Development_Bank,188822	Asian_Development_Bank	regional development bank
188823	Scholarship,188823	scholarship	award of financial aid for a student to further their education
188828	Pony,188828	pony	type of small horse
188836	Xiongnu,188836	Xiongnu	tribal confederation of nomadic Eurasian Steppe peoples
238170	Quantum_chromodynamics,238170	quantum_chromodynamics	theory of strong interactions, a fundamental force describing the interactions between quarks and gluons, which make up hadrons such as the proton, neutron and pion
238246	History_of_Georgia,238246	History_of_Georgia	history of the country in the Caucasus region of Eurasia
238499	Spanish_literature,238499	Spanish_literature	literature written in the Spanish language from Spain
238533	History_of_the_Netherlands,238533	history_of_the_Netherlands	Dutch history
239060	Arab_Revolt,239060	Arab_Revolt	uprising against the ruling Ottoman Turks during World War I
239502	Kingdom_of_Galicia–Volhynia,239502	Kingdom_of_Galicia–Volhynia	kingdom in Central Europe
239771	Echeneidae,239771	Echeneidae	family of fishes
5780945	Suffering,5780945	suffering	pain, mental, or emotional unhappiness caused by bad things happening
5784097	Hut,5784097	hut	dwelling
5862903	Probability_theory,5862903	probability_theory	branch of mathematics concerning probability
5950118	Civil_law,5950118	civil_law	legal system originating in continental Europe
131113	Ulmus,131113	Ulmus	genus of plants
131117	Maria_Montessori,131117	Maria_Montessori	Italian pedagogue and physician
131123	Air_pollution,131123	air_pollution	presence of dangerous substances in the atmosphere
242185	Bill_Russell,242185	Bill_Russell	American basketball player and coach (1934–2022)
242309	51_Pegasi_b,242309	51_Pegasi_b	extrasolar planet
242657	Magnetic_moment,242657	magnetic_moment	product of the electric current through a loop, the area enclosed by the loop and the unit vector perpendicular to the loop
243240	Louis_Sullivan,243240	Louis_Sullivan	American architect (1856-1924)
189760	Voting,189760	voting	method for a group such as a meeting or an electorate to make a decision or express an opinion
189796	Weather_front,189796	weather_front	boundary separating two masses of air of different densities
189808	Liverwort,189808	liverwort	botanical division containing terrestrial plants without stomata
189819	Ritual,189819	ritual	set of actions performed according to an established sequence, mainly for their symbolic value
189883	Doge's_Palace,189883	Doge's_Palace	palace in Venice, Italy
6102450	List_of_chemical_elements,6102450	list_of_chemical_elements	Wikimedia list article
6113985	Upanishads,6113985	Upanishads	ancient Sanskrit religious and philosophical texts of Hinduism
6122670	Māori,6122670	Māori	indigenous Polynesian people of New Zealand
6314146	Industrial_engineering_and_management,6314146	industrial_engineering_and_management	application of the practice of management to the practice of engineering
6382533	Battalion,6382533	battalion	military unit size designation
189724	Planned_economy,189724	planned_economy	type of economic system
189725	Panini,189725	Panini	ancient Sanskrit grammarian
189737	Timpani,189737	timpani	large percussion musical instrument which produces a definite pitch
189746	Islamism,189746	Islamism	the practice and process of applying Islamic doctrine to personal life and society
189753	Modern_Paganism,189753	modern_Paganism	group of contemporary religious movements based on ancient European and Middle Eastern religions
5139011	Foreplay,5139011	foreplay	set of emotionally and physically intimate acts  meant to create sexual arousal and desire for sexual activity
5167679	Dissolution_of_the_Soviet_Union,5167679	dissolution_of_the_Soviet_Union	process leading to the late-1991 breakup of the USSR
5194627	Lilium,5194627	Lilium	genus of plants
5308718	Early_modern_period,5308718	early_modern_period	the era from ca. 1500 to ca. 1800
131140	COBOL,131140	COBOL	programming language with English-like syntax
131144	Tom_and_Jerry,131144	Tom_and_Jerry	animated film series
131149	Henry_David_Thoreau,131149	Henry_David_Thoreau	American essayist, poet, and philosopher (1817–1862)
605340	Wari,605340	Wari	Middle Horizon (Pre-Inca Culture) civilization that flourished in the south-central Andes and coastal area of modern-day Peru, from about AD 600 to 1000
605434	Technological_determinism,605434	technological_determinism	theory holding that social progress is shaped by technological progress
605657	Gates_of_the_Arctic_National_Park_and_Preserve,605657	Gates_of_the_Arctic_National_Park_and_Preserve	national park of the United States
605761	American_Cordillera,605761	American_Cordillera	mountain chain along the western side of North and South America
607728	Irrational_number,607728	irrational_number	real number that cannot be expressed as a ratio of integers
608613	Fall_of_the_western_Roman_Empire,608613	fall_of_the_western_Roman_Empire	loss of central political control in the Western Roman Empire in late antiquity
262	Algeria,262	Algeria	country in North Africa
265	Uzbekistan,265	Uzbekistan	sovereign state in Central Asia
6500960	Earth's_magnetic_field,6500960	Earth's_magnetic_field	magnetic field that extends from the Earth's inner core to where it meets the solar wind
6501221	Control_theory,6501221	control_theory	branch of engineering and mathematics that deals with the behavior of dynamical systems with inputs, and how their behavior is modified by feedback
6501338	Attention,6501338	attention	behavioral and cognitive process of selectively concentrating on a discrete aspect of information, whether deemed subjective or objective, while ignoring other perceivable information
6502154	Exploration,6502154	exploration	act of searching or traveling around a terrain for the purpose of discovery
6520159	Fourier_transform,6520159	Fourier_transform	mathematical transform that expresses a function of time as a function of frequency
6545811	Jealousy,6545811	jealousy	emotion referring to the thoughts and feelings of insecurity, fear, and envy over relative lack of possessions, status or something of great personal value
602136	Coding_theory,602136	coding_theory	study of the properties of codes and their fitness for a specific application according to its environment constraints
603531	Chile_Rise,603531	Chile_Rise	mountain range
604329	Yunnan-Guizhou_Plateau,604329	Yunnan-Guizhou_Plateau	highland region located in southwest China
604422	Great_Limpopo_Transfrontier_Park,604422	Great_Limpopo_Transfrontier_Park	transfrontier park in South Africa, Mozambique and Zimbabwe
604529	East_Pacific_Rise,604529	East_Pacific_Rise	mid-oceanic ridge
604604	Kluane_Wrangell –_St._Elias_Glacier_Bay_Tatshenshini-Alsek,604604	Kluane_Wrangell –_St._Elias_Glacier_Bay_Tatshenshini-Alsek	international park system in British Columbia, Canada, and Alaska, USA; a UNESCO World Heritage site
604761	The_Blue_Boy,604761	The_Blue_Boy	painting by Thomas Gainsborough
622237	Indian_literature,622237	Indian_literature	regional literature
622358	Indian_Institutes_of_Technology,622358	Indian_Institutes_of_Technology	group of autonomous Indian public engineering institutes
622360	Commode,622360	commode	decorative chest of drawers made for display as well as storage
622896	Temperate_broadleaf_and_mixed_forest,622896	temperate_broadleaf_and_mixed_forest	biome
623282	Afterlife,623282	afterlife	term in philosophy, religion, mythology, and fiction
584205	Nontrinitarianism,584205	nontrinitarianism	form of Christianity that rejects the mainstream Christian doctrine of the Trinity
585302	Noble_metal,585302	noble_metal	metal resistant to corrosion and oxidation in moist air, e.g. ruthenium, rhodium, palladium, silver, osmium, iridium, platinum, and gold
586386	Free-electron_laser,586386	free-electron_laser	type of laser
586904	Federal_University_of_Rio_de_Janeiro,586904	Federal_University_of_Rio_de_Janeiro	university in Brazil
587697	Afonso_I_of_Portugal,587697	Afonso_I_of_Portugal	king of Portugal from 1139 to 1185
189396	Dynamic_random-access_memory,189396	dynamic_random-access_memory	random-access memory that stores each bit of data in a separate capacitor within an integrated circuit
189408	Ole_Einar_Bjørndalen,189408	Ole_Einar_Bjørndalen	Norwegian biathlete and cross-country skier
189409	Lottery,189409	lottery	gambling which involves the drawing of numbers at random for a prize
189441	Jagiellonian_University,189441	Jagiellonian_University	Polish higher education institution
131222	Information_theory,131222	information_theory	mathematical theory from the field of probability theory and statistics
131221	Futurism,131221	futurism	artistic and social movement
131227	Amanita_muscaria,131227	Amanita_muscaria	species of fungus
131237	Carl_Lewis,131237	Carl_Lewis	US track & field athlete
241026	Muḥammad_ibn_Ismā‘īl_al-Bukhārī,241026	Muḥammad_ibn_Ismā‘īl_al-Bukhārī	Persian Islamic scholar (810-870)
241059	Trench_warfare,241059	trench_warfare	land warfare involving static fortification of lines
241248	Orhan_Pamuk,241248	Orhan_Pamuk	Turkish novelist
241588	Middle_class,241588	middle_class	class of people in the middle of a societal hierarchy
131246	Oedipus_complex,131246	Oedipus_complex	concept of psychoanalytic theory; a child's unconscious sexual desire for the opposite-sex parent and hatred for the same-sex parent
131250	Mantodea,131250	Mantodea	order of insects
131248	Lee_Kuan_Yew,131248	Lee_Kuan_Yew	1st Prime Minister of Singapore (1923–2015)
6631525	Food_engineering,6631525	food_engineering	field of applied physical sciences which combines science, microbiology, and engineering education for food and related industries
6653802	Isoline,6653802	isoline	line connecting places that share a common value on a map
6813432	Military_staff,6813432	military_staff	group of military officers that are responsible for the needs of a unit
6892571	Mohammed_bin_Salman,6892571	Mohammed_bin_Salman	Saudi crown prince and Minister of Defense (born 1985)
7033959	Yue_Chinese,7033959	Yue_Chinese	primary branch of Chinese spoken in southern China
7060553	Muscular_system,7060553	muscular_system	organ system consisting of skeletal, smooth, and round cardiac muscles
7130787	Silicate,7130787	silicate	any of a class of chemical compounds, salts and esters of silicic acids
7220961	Shovel,7220961	shovel	tool for digging, lifting, and moving bulk materials
131191	Body_mass_index,131191	body_mass_index	measure of relative weight based on an individual's mass and height
131189	Propane,131189	propane	chemical compound, commonly used as a fuel
131192	Migration_Period,131192	Migration_Period	period in European history with large migration of peoples, from the 4th to the 6th centuries
189962	Interval,189962	interval	physical quantity; ratio between two sonic frequencies, often measured in cents, a unit derived from the logarithm of the frequency ratio
189975	Inuit,189975	Inuit	group of peoples of Arctic North America
190007	Youth,190007	youth	time of life when one is young
190044	Technocracy,190044	technocracy	system of governance where decision-makers are selected on the basis of their expertise in their areas of responsibility (esp. scientific knowledge), as opposed to one where elected representatives are the primary decision-makers in government
270	Warsaw,270	Warsaw	capital and largest city of Poland
189290	Military_officer,189290	military_officer	member of an armed force or uniformed service who holds a position of authority
189294	Group_13,189294	group_13	group of chemical elements
189302	Group_4,189302	group_4	group of chemical elements
189317	Petanque,189317	petanque	boules' sport game
6423963	Anglicanism,6423963	Anglicanism	Christian tradition developing out of the practices, liturgy and identity of the Church of England
6452087	Extortion,6452087	extortion	criminal offense of obtaining benefit through coercion
6460735	Meal,6460735	meal	eating that takes place at a specific time
6473911	Herpes_simplex,6473911	herpes_simplex	viral disease caused by the herpes simplex virus
245551	1970_Bhola_cyclone,245551	1970_Bhola_cyclone	North Indian cyclone in 1970
245998	Microbial_cyst,245998	microbial_cyst	resting or dormant stage of a microorganism
246643	History_of_Sudan,246643	history_of_Sudan	aspect of history
246863	Livonian_War,246863	Livonian_War	war in the Baltic region (1558-1583)
247869	60_Minutes,247869	60_Minutes	American television newsmagazine program
249231	Proton,249231	Proton	rocket family
249578	Ghaznavid_Empire,249578	Ghaznavid_Empire	former country
189566	Mortar,189566	mortar	workable paste used to bind building blocks
189573	Golden_Rule,189573	Golden_Rule	principle of treating others as one wants to be treated
189599	Keith_Richards,189599	Keith_Richards	British musician, guitarist of the Rolling Stones
189603	Public_health,189603	public_health	science and art of preventing disease, prolonging life and promoting health through organized efforts and informed choices of society, organizations, public and private, communities and individuals
189643	Delusion,189643	delusion	firm and fixed belief based on inadequate grounding
254101	Egyptian_calendar,254101	Egyptian_calendar	calendar used by ancient Egyptians
254106	Crimean_War,254106	Crimean_War	military conflict fought between October 1853 – March 1856
254465	Similarity,254465	similarity	idea in geometry
255722	Vapor,255722	vapor	a substance in the gas phase at a temperature lower than its critical point
259438	Millet,259438	millet	food grain
259745	Witchcraft,259745	witchcraft	alleged or fictional practice of magical skills and abilities
260437	Atropatene,260437	Atropatene	Ancient Persian kingdom (c.323 BC-226 AD)
260521	Lawn_mower,260521	lawn_mower	machine that uses one or more revolving blades to cut a lawn to an even height.
243455	Medicinal_chemistry,243455	medicinal_chemistry	scientific branch of pharmaceutical chemistry
243462	Chi-squared_distribution,243462	chi-squared_distribution	continuous probability distribution
243543	Toyota_Corolla,243543	Toyota_Corolla	automobile model produced by Toyota
243545	Nuclear_chemistry,243545	nuclear_chemistry	the chemistry of different nuclear reactions and radioactive materials
243558	Duralumin,243558	duralumin	trade name of age-hardenable aluminium alloy
243842	History_of_Malta,243842	history_of_Malta	history of the European country of Malta
243976	History_of_Argentina,243976	history_of_Argentina	aspect of history
243998	Bongo_drum,243998	bongo_drum	type of drum from Cuba
593644	Chemist,593644	chemist	scientist trained in the study of chemistry
