id	FileName	label	description
154573	Eastern_Front,154573	Eastern_Front	theatre of World War I
154605	Total_war,154605	total_war	unrestricted warfare in which belligerents engage with all available resources and/or civilians and civil infrastructure are considered legitimate targets
659	North,659	north	one of the four cardinal directions
664	New_Zealand,664	New_Zealand	island country in the southwest Pacific Ocean
4604	Confucius,4604	Confucius	Chinese philosopher and politician (551–479 BCE)
4605	Sarah_Bernhardt,4605	Sarah_Bernhardt	French stage actress (1844–1923)
154938	Bede,154938	Bede	English monk and saint
154950	Shell,154950	Shell	British multinational oil and gas company
154959	Hugo_Grotius,154959	Hugo_Grotius	Dutch jurist and scholar (1583-1645)
155010	Gino_Bartali,155010	Gino_Bartali	Italian road cyclist
11405	Flute,11405	flute	musical instrument of the woodwind family
11408	Magnetic_field,11408	magnetic_field	spatial distribution of vectors allowing the calculation of the magnetic force on a test particle
11409	Apartheid,11409	apartheid	system of racial segregation and oppression based on skin colour in South Africa, introduced in 1948 and abolished in the years 1991 to 1994
11418	Weak_interaction,11418	weak_interaction	fundamental interaction responsible for beta decay and nuclear fission
11419	Karate,11419	karate	martial art
11417	Martial_art,11417	martial_art	codified systems and traditions of combat practices
1458155	Sicilian_Mafia,1458155	Sicilian_Mafia	organized crimes syndicate originating in Sicily, Italy
1463025	Water_purification,1463025	water_purification	process of removing impurities from water
1473346	Stained_glass,1473346	stained_glass	colored glass used as an art material
1475713	Sennar_Sultanate,1475713	Sennar_Sultanate	sultanate
1477561	History_of_Sierra_Leone,1477561	history_of_Sierra_Leone	aspect of history
1478235	History_of_linguistics,1478235	history_of_linguistics	aspect of history
1483757	Solar_power,1483757	solar_power	conversion of energy from sunlight into electricity
11422	Toy,11422	toy	object intended to be played with
11420	Judo,11420	judo	modern martial art, combat and Olympic/Paralympic sport
11421	Magnet,11421	magnet	material or object that produces a magnetic field
155059	Leninism,155059	Leninism	communist ideology and state ideology of socialist states, as developed by Vladimir Lenin
155076	Juridical_person,155076	juridical_person	separate legal entity other than natural person or unincorporated entity
155085	Suebi,155085	Suebi	large group of Germanic tribes
155174	Maracanã_Stadium,155174	Maracanã_Stadium	stadium in Rio de Janeiro, Brazil
670	Silicon,670	silicon	chemical element with symbol Si and atomic number 14
671	Francium,671	francium	chemical element with symbol Fr and atomic number 87
677	Iron,677	iron	chemical element with symbol Fe and atomic number 26
154844	Michelson–Morley_experiment,154844	Michelson–Morley_experiment	attempt to detect the relative motion of matter through the stationary luminiferous aether
154865	Botulism,154865	botulism	human and animal disease
154874	Yellow_fever,154874	yellow_fever	viral disease
154936	Arnulf_of_Carinthia,154936	Arnulf_of_Carinthia	King of East Francia
4700	Claude_Debussy,4700	Claude_Debussy	French classical composer (1862–1918)
4712	Duchy_of_Burgundy,4712	Duchy_of_Burgundy	historic principality
4610	Decapoda,4610	Decapoda	order of crustaceans
4612	Marlene_Dietrich,4612	Marlene_Dietrich	German and American actress and singer
4618	Carnival,4618	Carnival	festive season which occurs immediately before Lent
4616	Marilyn_Monroe,4616	Marilyn_Monroe	American actress and model (1926–1962)
1373386	Philippe_Kahn,1373386	Philippe_Kahn	Entrepreneur, camera phone creator
1373431	Alan_Shugart,1373431	Alan_Shugart	American engineer, entrepreneur and business executive (1930-2006)
1373583	Registan,1373583	Registan	historical center of Samarkand, Uzbekistan
1377760	Four_Books_and_Five_Classics,1377760	Four_Books_and_Five_Classics	books of Confucianism
1380395	Municipal_or_urban_engineering,1380395	municipal_or_urban_engineering	area of engineering
1383171	Perpetual_calendar,1383171	perpetual_calendar	calendar valid for many years
1390341	Lin_Dan,1390341	Lin_Dan	Chinese badminton player
4915	Ohio_River,4915	Ohio_River	river in the midwestern United States
668	India,668	India	country in South Asia
155790	Eugene_Wigner,155790	Eugene_Wigner	Hungarian-American physicist and mathematician (1902–1995)
155794	Hans_Bethe,155794	Hans_Bethe	German-American nuclear physicist
155802	Campanulaceae,155802	Campanulaceae	family of plants
1395219	Skepticism,1395219	skepticism	questioning attitude or doubt towards one or more items of putative knowledge or belief
1400881	Property,1400881	property	physical or intangible entity, owned by a person or a group of people
1401416	Computer_animation,1401416	computer_animation	art of creating moving images using computers
1403781	History_of_the_Republic_of_Ireland,1403781	history_of_the_Republic_of_Ireland	Chronicle of the Republic of Ireland
1404417	Legal_liability,1404417	legal_liability	legal obligation for any damage, enforceable by either civil law or criminal law
1412160	Compassion,1412160	compassion	feeling of kindness and care for another
1413102	Hyperfine_structure,1413102	hyperfine_structure	small shifts and splittings in the energy levels of atoms, molecules and ions
672	Tuvalu,672	Tuvalu	island sovereign state in Oceania
11423	Mass,11423	mass	property of matter to resist changes of the state of motion and to attract other bodies
11424	Film,11424	film	sequence of images that give the impression of movement, stored on film stock
11435	Liquid,11435	liquid	nearly incompressible fluid that conforms to the shape of its container but retains a nearly constant volume independent of pressure
11432	Gas,11432	gas	fundamental state of matter in which constituent particles are widely separated with weak intermolecular bonds
11436	Aircraft,11436	aircraft	machine that is able to fly by gaining support from the air other than the reactions of the air against the earth’s surface
11402	Force,11402	force	physical influence that tends to cause an object to change motion unless opposed by other forces
11401	Hip_hop_music,11401	hip_hop_music	rhythmic music accompanied by rhyming speech
155966	Oleaceae,155966	Oleaceae	family of plants
156054	Tocantins_River,156054	Tocantins_River	river in Brazil
156064	Betulaceae,156064	Betulaceae	family of plants
156103	Gastroenteritis,156103	gastroenteritis	medical condition characterized by inflammation of the stomach and/or small intestine
4916	Euro,4916	Euro	currency of most countries in the European Union
4917	United_States_dollar,4917	United_States_dollar	official currency of the United States
155890	Heavy_water,155890	heavy_water	chemical compound with two deuterium atoms and one oxygen atom
155922	Parmesan_cheese,155922	Parmesan_cheese	Italian hard cheese
155941	Iridaceae,155941	Iridaceae	family of plants in the order Asparagales
678	Tonga,678	Tonga	sovereign state in Oceania, situated on an archipelago
679	West,679	west	one of the four cardinal directions
4724	Le_Corbusier,4724	Le_Corbusier	Swiss-French architect, designer, urbanist, and writer (1886–1965)
4758	Caecilian,4758	Caecilian	order of amphibians
4817	Column,4817	column	structural element sustaining the weight of a building
4886	Cultivar,4886	cultivar	plant or grouping of plants selected for desirable characteristics
682	Sulfur,682	sulfur	chemical element with symbol S and atomic number 16
680	Alessandro_Volta,680	Alessandro_Volta	Italian physicist, chemist, and pioneer of electricity and power (1745-1827)
674	Phosphorus,674	phosphorus	chemical element with symbol P and atomic number 15
675	André-Marie_Ampère,675	André-Marie_Ampère	French physicist and mathematician
676	Prose,676	prose	form of language which applies ordinary grammatical structure and natural flow of speech
686	Vanuatu,686	Vanuatu	island country in Oceania
687	Molière,687	Molière	French playwright and actor (1622–1673)
1541064	Sense_of_smell,1541064	sense_of_smell	sense that detects odors
1543066	Meet_the_Press,1543066	Meet_the_Press	American television Sunday morning talk show broadcast on NBC
1567698	Muscovite-Lithuanian_Wars,1567698	Muscovite-Lithuanian_Wars	1487-1583 series of wars between the Grand Duchy of Lithuania and the Grand Duchy of Moscow
1579384	Veneration,1579384	veneration	the act of honoring a saint, a person who has been identified as having a high degree of sanctity or holiness
1584837	History_of_Sri_Lanka,1584837	history_of_Sri_Lanka	historical aspects of Sri Lanka
1591030	Hausa_Kingdoms,1591030	Hausa_Kingdoms	former country
1621273	Particle,1621273	particle	small localized object in physical sciences
11451	Agriculture,11451	agriculture	cultivation of plants and animals to provide useful products
11452	General_relativity,11452	general_relativity	standard and classical physics theory of gravity and space
155322	Sikhote-Alin,155322	Sikhote-Alin	mountain range in Khabarovsk and Primorsky Krais, Russia
155629	Sesame_Street,155629	Sesame_Street	American children's television program and game show
155640	Potential_energy,155640	potential_energy	energy held by an object because of its position relative to other objects or stresses within itself, rather than its velocity
155644	Uzi,155644	Uzi	submachine gun
155669	Charles_IV,155669	Charles_IV	Holy Roman Emperor
697	Nauru,697	Nauru	country in Oceania
702	Federated_States_of_Micronesia,702	Federated_States_of_Micronesia	island sovereign state in Oceania
703	Potassium,703	potassium	chemical element with symbol K and atomic number 19
706	Calcium,706	calcium	chemical element with symbol Ca and atomic number 20
11427	Steel,11427	steel	alloy made by combining iron and other elements
11430	State_of_matter,11430	state_of_matter	distinct forms that different phases of matter take on
11429	Nuclear_fission,11429	nuclear_fission	nuclear reaction splitting an atom into multiple parts
691	Papua_New_Guinea,691	Papua_New_Guinea	country in Oceania
688	Chlorine,688	chlorine	chemical element with symbol Cl and atomic number 17
692	William_Shakespeare,692	William_Shakespeare	English playwright and poet (1564–1616)
156438	Neuroptera,156438	Neuroptera	order of insects
156449	Nymphalidae,156449	Nymphalidae	family of insects
156530	Antineutron,156530	antineutron	antiparticle of the neutron
156537	Domestic_violence,156537	domestic_violence	pattern of behavior which involves the abuse of one family member by another
11455	Special_relativity,11455	special_relativity	physical theory of measurement in an inertial frame of reference proposed in 1905 by Albert Einstein
11453	Agricultural_irrigation,11453	agricultural_irrigation	artificial application of water to cultivated land
11456	Semiconductor,11456	semiconductor	material that has electrical conductivity intermediate to that of a conductor and an insulator
11457	Cotton,11457	cotton	plant fiber from the genus Gossypium
156112	Ecumenism,156112	ecumenism	efforts by Christians of different church traditions to develop closer relationships and better understandings
156201	Roman_Jakobson,156201	Roman_Jakobson	Russian-American linguist, philosopher and semiotician
156207	Gladiolus,156207	Gladiolus	genus of plants
156551	Malvaceae,156551	Malvaceae	family of plants
156563	Myrtaceae,156563	Myrtaceae	family of plants
156574	Theaceae,156574	Theaceae	family of plants
156238	ExxonMobil,156238	ExxonMobil	American multinational oil and gas corporation
156268	Pierre_Bourdieu,156268	Pierre_Bourdieu	French sociologist, anthropologist, and philosopher (1930–2002)
156311	Ulmaceae,156311	Ulmaceae	family of plants
156312	History_of_Earth,156312	history_of_Earth	evolution of Earth throughout times
4958	Liao_dynasty,4958	Liao_dynasty	Khitan imperial dynasty in East Asia (916-1125), controlling northern and northeastern China, Mongolia, Russian Far East and North Korea
4985	Herman_Melville,4985	Herman_Melville	American writer and poet (1819–1891)
5023	Cook_Strait,5023	Cook_Strait	strait between the North and South Islands of New Zealand
11438	Solid,11438	solid	solid matter; matter which does not deform easily under pressure
11442	Bicycle,11442	bicycle	pedal-driven two-wheel vehicle
11460	Clothing,11460	clothing	covering worn on the body
11461	Sound,11461	sound	vibration that propagates as an acoustic wave
1723523	Canadian_literature,1723523	Canadian_literature	set of literary works from Canada
1725788	Moths,1725788	moths	group of mostly-nocturnal insects in the order Lepidoptera
1741798	Ramanuja,1741798	Ramanuja	12th-century Indian Hindu philosopher
1744580	Class_field_theory,1744580	class_field_theory	subarea of number theory
1744607	Class_struggle,1744607	class_struggle	concept in political and social science
1747183	List_of_Roman_civil_wars_and_revolts,1747183	List_of_Roman_civil_wars_and_revolts	civil conflicts within ancient Rome
4934	Larry_Page,4934	Larry_Page	American computer scientist and Internet entrepreneur
4948	Republic_of_Venice,4948	Republic_of_Venice	former state in Northeastern Italy (697–1797)
710	Kiribati,710	Kiribati	island sovereign state in the central Pacific Ocean
711	Mongolia,711	Mongolia	country in East Asia
709	Marshall_Islands,709	Marshall_Islands	country near the equator in the Pacific Ocean
1747689	Ancient_Rome,1747689	Ancient_Rome	country that began growing on the Italian Peninsula from the 8th century BC
1747853	Positional_notation,1747853	positional_notation	method for representing or encoding numbers
1752990	The_Death_of_Socrates,1752990	The_Death_of_Socrates	painting by Jacques-Louis David
1762457	Bedding,1762457	bedding	the materials laid above the mattress of a bed for hygiene, warmth, to protect the mattress, and for decorative effect
685	Solomon_Islands,685	Solomon_Islands	island sovereign state in Oceania
5043	Christianity,5043	Christianity	Abrahamic monotheistic religion
156347	Lata_Mangeshkar,156347	Lata_Mangeshkar	Indian singer (1929–2022)
156386	Henri_Rousseau,156386	Henri_Rousseau	French painter (1844—1910)
156424	Metronome,156424	metronome	device that produces an audible click or other sound at a regular interval
4918	Mediterranean_Sea,4918	Mediterranean_Sea	sea between Europe, Africa and Asia
5089	Ganges,5089	Ganges	major river in India
683	Samoa,683	Samoa	sovereign state made up of six islands in the Pacific Ocean
684	East,684	east	one of the four cardinal directions
708	Lead,708	lead	chemical element with symbol Pb and atomic number 82
156579	Moraceae,156579	Moraceae	family of plants in the order Rosales
156584	Euphorbiaceae,156584	Euphorbiaceae	family of plants
156595	Self-determination,156595	self-determination	principle in international law; the right of peoples to freely choose their sovereignty
5113	Bird,5113	bird	class of vertebrates characterized by wings, a feather-covered body and a beak
5119	Capital_city,5119	capital_city	primary governing city of a top-level (country) or first-level and second-level subdivision (country, state, province, regency, etc) political entity
714	Stevie_Wonder,714	Stevie_Wonder	American and Ghanaian singer-songwriter, composer and record producer (born 1950)
716	Titanium,716	titanium	chemical element with symbol Ti and atomic number 22
695	Palau,695	Palau	island sovereign state in Oceania
693	Fable,693	fable	short fictional story that often anthropomorphises non-humans to illustrate a moral lesson
699	Fairy_tale,699	fairy_tale	fictional story typically featuring folkloric fantasy characters and magic
11415	Strong_interaction,11415	strong_interaction	force binding particles within the atomic nucleus
11412	Gravity,11412	gravity	fundamental interaction affecting all matter
11413	Go,11413	Go	board game for two players that originated in China more than 2,500 years ago
11416	Gambling,11416	gambling	wagering of money on a game of chance or event with an uncertain outcome
1661415	Green_politics,1661415	green_politics	political ideology that aims to create an ecologically sustainable society rooted in environmentalism, social justice, and grassroots democracy
1662100	Industrial_park,1662100	industrial_park	industrial area run by its constituent businesses
1664027	Structure_of_Earth,1664027	structure_of_Earth	inner structure of the planet Earth, consisting of several concentric spherical layers
1681353	Bog,1681353	bog	wetland that accumulates peat due to incomplete decomposition of plant leftovers
1707432	Roller_skating,1707432	roller_skating	sport, activity, or form of transportation involving shoes with small wheels attached to the soles
11446	Ship,11446	ship	large buoyant watercraft
11448	Radioactivity,11448	radioactivity	process by which an unstable atom emits radiation
156598	Leiden_University,156598	Leiden_University	public university in the Netherlands
156698	Eutrophication,156698	eutrophication	ecosystem response to the introduction or addition of substances
156774	Pedro_II_of_Brazil,156774	Pedro_II_of_Brazil	2nd and final Emperor of Brazil (r. 1831–89)
156815	Mohammed_Rafi,156815	Mohammed_Rafi	Indian singer
1764511	G7,1764511	G7	international intergovernmental economic organization
1765465	Middle_Eastern_theater_of_World_War_I,1765465	Middle_Eastern_theater_of_World_War_I	Scene of action between 29 October 1914 and 30 October 1918
1771062	Gaudapada,1771062	Gaudapada	Vedanta philosopher, Hinduism
1778821	Cuisine,1778821	cuisine	characteristic style of cooking practices and traditions
1643366	Extensive_farming,1643366	extensive_farming	Agriculture systems that involve low inputs and outputs relative to land area
1644573	Pilgrimage,1644573	pilgrimage	journey or search of moral or spiritual significance
1647325	Freyja,1647325	Freyja	goddess associated with love, beauty, fertility, sex, war, gold, and seiðr in Norse mythology
1648546	History_of_Nepal,1648546	history_of_Nepal	history of the nation state of Nepal
1648751	Geiger–Marsden_experiment,1648751	Geiger–Marsden_experiment	series of experiments (1908–1913) by Hans Geiger and Ernest Marsden, directed by Ernest Rutherfofrd, at the University of Manchester, proving the existence of the atomic nucleus through alpha particle scattering on gold foil
1648748	Galaxy_morphological_classification,1648748	galaxy_morphological_classification	system for categorizing galaxies based on how they look like
1652093	Date,1652093	date	edible fruit of a date palm
5107	Continent,5107	continent	large landmass identified by convention
5066	Jin_dynasty,5066	Jin_dynasty	Chinese dynasty (1115–1234)
5064	The_Magic_Flute,5064	The_Magic_Flute	1791 opera by Wolfgang Amadeus Mozart
5083	Seattle,5083	Seattle	city in and county seat of King County, Washington, United States
5086	Berlin_Wall,5086	Berlin_Wall	barrier constructed by the German Democratic Republic, enclosing West Berlin
712	Fiji,712	Fiji	island sovereign state in Oceania
11426	Metal,11426	metal	element, compound, or alloy that is a good conductor of both electricity and heat
11425	Animation,11425	animation	method of creating moving pictures
5137	Gujarati,5137	Gujarati	Indo-Aryan language that is spoken on the state of Gujarat
38	Italy,38	Italy	country in Southern Europe
37	Lithuania,37	Lithuania	country in northeastern Europe
5152	Mustafa_Kemal_Atatürk,5152	Mustafa_Kemal_Atatürk	founding father of the Republic of Turkey (c. 1881-1938)
1622659	Hockey,1622659	hockey	sports played with hockey sticks
1627675	Pyu_city-states,1627675	Pyu_city-states	group of city-states in present-day Myanmar
1639825	Blacksmith,1639825	blacksmith	person who creates wrought iron or steel products by forging, hammering, bending, and cutting
1641112	Social_formation,1641112	social_formation	sociological concept
730	Suriname,730	Suriname	country in South America
729	Animal,729	animal	kingdom of multicellular eukaryotic organisms
157115	Primulaceae,157115	Primulaceae	family of plants
157123	Carolingian_Renaissance,157123	Carolingian_Renaissance	8th-9th century renaissance within the Carolingian Empire
157151	Salvia,157151	Salvia	genus of plants
11459	Serena_Williams,11459	Serena_Williams	American tennis player (born 1981)
33	Finland,33	Finland	country in Northern Europe
713	Scandium,713	scandium	chemical element with symbol Sc and atomic number 21
157627	Battle_of_the_Atlantic,157627	Battle_of_the_Atlantic	1939 longest continuous military campaign in World War II
157642	Vladimir_Arnold,157642	Vladimir_Arnold	Russian mathematician who studied integrable systems and differential equations (1937–2010)
157683	Sphingidae,157683	Sphingidae	family of insects (moths)
157696	Sergeant,157696	sergeant	military rank
696	Argon,696	argon	chemical element with symbol Ar and atomic number 18; rare gas
5146	Portuguese,5146	Portuguese	Western Romance language of the Indo-European language family
5151	Month,5151	month	irregular unit of time dividing a calendar year
158015	Portulaca_oleracea,158015	Portulaca_oleracea	species of flowering plant
158119	Ramallah,158119	Ramallah	city in the State of Palestine
158129	Victoria_Island,158129	Victoria_Island	island in the Northwest Territories and Nunavut in Canada
158281	Wends,158281	Wends	ethnic group
158464	Rutabaga,158464	rutabaga	subspecies of plant
5287	Japanese,5287	Japanese	language spoken in East Asia
5284	Bill_Gates,5284	Bill_Gates	American businessman, investor, and philanthropist (born 1955)
1969320	History_of_Singapore,1969320	history_of_Singapore	aspect of Southeast Asian history
1981388	Reproductive_health,1981388	reproductive_health	state of the reproductive system without evidence of disease, disorders, or deficiencies
1986139	Parthian_Empire,1986139	Parthian_Empire	ancient Iranian political and cultural empire from 247 BC to 224 AD
1995140	Galaxy_formation_and_evolution,1995140	galaxy_formation_and_evolution	area of study in astrophysics
2001676	Military_offensive,2001676	military_offensive	military operation that seeks through an aggressive projection of armed forces to occupy territory, gain an objective or achieve some larger strategic, operational, or tactical goal
2002016	Fastener,2002016	fastener	hardware device that mechanically joins or affixes two or more objects or components together
5185	Nematoda,5185	Nematoda	phylum of worms with tubular digestive systems with openings at both ends
5218	Quechua,5218	Quechua	language family spoken primarily in the Andes region of South America
5257	Satavahana_dynasty,5257	Satavahana_dynasty	Indian dynasty (2nd century BCE–Early 3rd century CE)
5264	Hippocrates,5264	Hippocrates	Greek physician ( c. 460 – c. 370 BC)
2018526	Arts,2018526	arts	human expression and creativity, usually influenced by culture
2028919	Magnitude,2028919	magnitude	logarithmic measure of the brightness of an astronomical object
2035437	Multivariable_calculus,2035437	multivariable_calculus	calculus of functions of several independent variables
2041172	Measuring_instrument,2041172	measuring_instrument	device for measuring a physical quantity
2048319	Ditch,2048319	ditch	small to moderate trench created to channel water
720	Genghis_Khan,720	Genghis_Khan	founder and first khan of the Mongol Empire
5295	Random-access_memory,5295	random-access_memory	form of computer data storage
5293	Floppy_disk,5293	floppy_disk	removable disk storage medium
157918	Seti_I,157918	Seti_I	The second pharaoh of Ancient Egypt's 19th dynasty
157954	Chard,157954	chard	cultivar group of plant
157991	Adansonia,157991	Adansonia	genus of plants
1879820	Equation_solving,1879820	equation_solving	finding values for variables that make an equation true
1907525	Pistol,1907525	pistol	type of handgun where the firing chamber is integral to the barrel
1922071	Indo-Pakistani_War_of_1971,1922071	Indo-Pakistani_War_of_1971	military confrontation between India and Pakistan alongside the Bangladesh Liberation War
1923401	Dzungar_Khanate,1923401	Dzungar_Khanate	Oirat Mongol khanate that held Xinjiang and nearby areas 1635-1758
1936199	Ceramic_engineering,1936199	ceramic_engineering	branch of engineering concerned with the development, production, and application of ceramic and ceramic products
1953597	Slug,1953597	slug	common name for an apparently shell-less terrestrial gastropod mollusc
11547	Cosmic_radiation,11547	cosmic_radiation	high-speed, i.e. high-energy particle, mainly originating in outer space, outside the Solar system
11563	Number,11563	number	mathematical object used to count, label, and measure
11567	Complex_number,11567	complex_number	number that can be put in the form a + bi, where a and b are real numbers and i is called the imaginary unit
156317	Yucca,156317	Yucca	genus of plants
156344	Amaranthus,156344	Amaranthus	genus of plants
1779809	History_of_geology,1779809	history_of_geology	history of the scientific study of the origin, history, and structure of the Earth
1798603	String_instrument,1798603	string_instrument	musical instrument that generates tones by one or more strings stretched between two points
1807269	Leek,1807269	leek	vegetable in the onion family
1853321	Dutch_literature,1853321	Dutch_literature	literature written in Dutch language
1865281	Whale,1865281	whale	animals in the order Cetacea
11570	Kilogram,11570	kilogram	metric unit of mass
11571	Cristiano_Ronaldo,11571	Cristiano_Ronaldo	Portuguese association football player
5325	Inductor,5325	inductor	passive two-terminal electrical component that stores energy in its magnetic field
5329	Decibel,5329	decibel	logarithmic unit expressing the ratio of a physical quantity
5339	Transistor,5339	transistor	a semiconductor device
11471	Time,11471	time	dimension in which events can be ordered from the past through the present into the future
11469	Glass,11469	glass	amorphous solid that exhibits a glass transition when heated towards the liquid state
11472	Paper,11472	paper	thin, flexible material mainly used for writing upon, printing upon, drawing or for packaging
11474	Plastic,11474	plastic	material of a wide range of synthetic or semi-synthetic organic solids
11473	Thermodynamics,11473	thermodynamics	branch of physics concerned with heat, work, temperature, and thermal or internal energy
5283	Diamond,5283	diamond	allotrope of carbon often used as a gemstone and an abrasive
718	Chess,718	chess	strategy board game
717	Venezuela,717	Venezuela	sovereign state in northern South America
731	Manganese,731	manganese	chemical element, symbol Mn and atomic number 25
11475	Vacuum,11475	vacuum	space that is empty of matter
11476	Kinematics,11476	kinematics	branch of physics describing the motion of objects or groups of objects without considering its cause
11485	Jean-Claude_Killy,11485	Jean-Claude_Killy	French alpine skier
11500	Area,11500	area	quantity that expresses the extent of a two-dimensional surface or shape, or planar lamina, in the plane
726	Horse,726	horse	domesticated four-footed mammal from the equine family
39	Switzerland,39	Switzerland	country in Central Europe
2054106	Religious_philosophy,2054106	religious_philosophy	philosophical thinking that is inspired and directed by a particular religion
2069469	Penthouse_apartment,2069469	penthouse_apartment	apartment on the highest floor of an apartment building
2077256	Romanian_literature,2077256	Romanian_literature	literature written in the Romanian language or by Romanian authors
2079255	Scuba_set,2079255	scuba_set	self-contained underwater breathing apparatus
2092297	Eagle,2092297	eagle	large carnivorous bird
2119531	Electrical_connector,2119531	electrical_connector	electro-mechanical device used to join electrical conductors
156849	Sewer_network,156849	sewer_network	infrastructure that conveys sewage or surface runoff
156884	Eruca_vesicaria_subsp._sativa,156884	Eruca_vesicaria_subsp._sativa	edible annual plant Eruca vesicaria subsp. sativa
156954	Colorado_potato_beetle,156954	Colorado_potato_beetle	species of insect
157811	Virtue,157811	virtue	morally positive trait or quality deemed to be morally good
157833	Embezzlement,157833	embezzlement	theft of assets from one person or entity by another to whom the assets were entrusted
157899	Thutmose_III,157899	Thutmose_III	sixth Egyptian Pharaoh of the Eighteenth Dynasty
11462	Surabaya,11462	Surabaya	city and capital of East Java Province, Indonesia
11464	Plough,11464	plough	tool and farm implement
11465	Velocity,11465	velocity	rate of change of the position of an object as a function of time, and the direction of that change
11466	Temperature,11466	temperature	physical property of matter that quantitatively expresses the common notions of hot and cold
11467	Metallurgy,11467	metallurgy	domain of materials science that studies the physical and chemical behavior of metals
11468	Nanotechnology,11468	nanotechnology	field of applied science whose theme is the control of matter on atomic and (supra)molecular scale
5386	Auto_racing,5386	auto_racing	motorsport involving the racing of cars for competition
5389	Olympic_Games,5389	Olympic_Games	major international multi-sport event organised by International Olympic Committee
157211	Geranium,157211	Geranium	genus of plants
157451	Heydar_Aliyev,157451	Heydar_Aliyev	Soviet and Azerbaijani politician (1923–2003)
157484	Offal,157484	offal	internal organs and entrails of a butchered animal
157512	Engagement,157512	engagement	promise to wed; period of preparation before marriage
11574	Second,11574	second	SI unit of time, defined as 9 192 631 770 periods of the ground-state hyperfine transitions of caesium-133
5090	Rice,5090	rice	staple grain of Oryza and Zizania species
5105	Céline_Dion,5105	Céline_Dion	Canadian singer (born 1968)
735	Art,735	art	field of work focused on creating expressive work intended to be appreciated for its beauty or emotional power (use Q838948 for the resulting work)
5375	Cricket,5375	cricket	team sport played with bats and balls
5377	Golf,5377	golf	club-and-ball sport
5322	Capacitor,5322	capacitor	passive, two-terminal electronic component that stores electrical energy in an electric field
5320	Electrical_switch,5320	electrical_switch	electrical component that can break an electrical circuit
5321	Resistor,5321	resistor	passive electronic component used for its resistance
722	Vanadium,722	vanadium	chemical element with symbol V and atomic number 23
725	Chromium,725	chromium	chemical element with symbol Cr and atomic number 24
11573	Metre,11573	metre	SI unit of length
11584	Iker_Casillas,11584	Iker_Casillas	Spanish association football player
11613	Harry_S._Truman,11613	Harry_S._Truman	president of the United States from 1945 to 1953
5300	Central_processing_unit,5300	central_processing_unit	electronic circuitry within a computer that carries out the instructions of a computer program by performing the basic arithmetic, logical, control and input/output (I/O) operations specified by the instructions and coordinates the other components
5309	Graphite,5309	graphite	allotrope of carbon, mineral, substance
5318	Router,5318	router	device that connects computer networks
727	Amsterdam,727	Amsterdam	capital and most populous city of the Netherlands
728	Weapon,728	weapon	tool intended or likely to inflict damage or harm
736	Ecuador,736	Ecuador	sovereign state in South America
5369	Baseball,5369	baseball	American-originated sport in which teams compete to score runs by hitting a thrown ball and advancing around bases
5372	Basketball,5372	basketball	team sport played on a court with baskets on either end
41	Greece,41	Greece	country in Southeast Europe
5406	Hittites,5406	Hittites	Anatolian ethnic group who built kingdoms at Kussara & Hattusa (c. 2000-700 BCE)
5413	Yangtze,5413	Yangtze	longest river in Asia, and the third-longest in the world
36	Poland,36	Poland	country in Central Europe
739	Colombia,739	Colombia	sovereign state in South America
740	Cobalt,740	cobalt	chemical element with symbol Co and atomic number 27
40	Austria,40	Austria	country in Central Europe
11518	Pythagorean_theorem,11518	Pythagorean_theorem	relation in Euclidean geometry among the three sides of a right triangle
11523	Gamma_ray,11523	gamma_ray	electromagnetic radiation of high frequency and therefore high energy
11538	Mathematical_proof,11538	mathematical_proof	rigorous demonstration that a mathematical statement follows from its premises
45	Portugal,45	Portugal	country in Southwestern Europe
5378	Rugby,5378	rugby	collective term for rugby union and rugby league team sports
5383	David_Bowie,5383	David_Bowie	English musician and actor (1947–2016)
734	Guyana,734	Guyana	country in South America
733	Paraguay,733	Paraguay	sovereign state in South America
159462	Food_chain,159462	food_chain	aspect of ecosystems
159486	Austrian_Holocaust_Memorial_Service,159486	Austrian_Holocaust_Memorial_Service	organization in Austria
159535	Conspiracy_theory,159535	conspiracy_theory	explanation that invokes a conspiracy
159545	Cornus,159545	Cornus	genus of plants
5290	Computer_monitor,5290	computer_monitor	electronic visual display for computers
5292	Encyclopedia,5292	encyclopedia	type of reference work
159190	Amplitude,159190	amplitude	physical quantity; (of a periodic variable) measure of its change over a single period (such as time or spatial period)
159226	Alkyne,159226	alkyne	acyclic hydrocarbon with one triple bond between carbon atoms
159236	Genetic_engineering,159236	genetic_engineering	direct manipulation of an organism's genome using biotechnology
159241	Direct_current,159241	direct_current	unidirectional flow of electric charge
744	Nickel,744	nickel	chemical element with symbol Ni and atomic number 28
158767	Triticum_spelta,158767	Triticum_spelta	species of wheat
158797	Military_engineering,158797	military_engineering	art and practice of designing and building military works and maintaining lines of military transport and communications
159183	Philippine_Sea,159183	Philippine_Sea	sea located east and northeast of the Philippines
737	Rhenium,737	rhenium	chemical element with symbol Re and atomic number 75
747	Pierre_Corneille,747	Pierre_Corneille	French tragedian (1606–1684)
748	Buddhism,748	Buddhism	Indian religion
753	Copper,753	copper	chemical element with symbol Cu and atomic number 29
158513	Carpinus,158513	Carpinus	genus of plants
158668	Private,158668	private	lowest enlisted rank in many armed forces
158717	Lycaenidae,158717	Lycaenidae	family of insects
